Category,Event,Event description,Timepoint start,Timepoint end,Quantity outcome 1,Reference/link to data,Accessed on
Intra-state (civil) wars,Third Carlist War of 1872-1876,Civil war - for central control: Spain vs. Carlists,1872,1876,50000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Kronstadt Rebellion of 1921,Civil war - for central control: Soviet Russian Republic vs. Sailors,1921,1921,4600,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Far Eastern Republic War of 1921-1923,Civil war - for central control: Soviet Russian Republic vs. Belopovstantsy,1921,1923,3000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,First Guatemala War of 1966-1968,"Civil war - for central control: United States, Guatemala vs. Leftists",1966,1968,2428,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Chinese Civil War phase 2 of 1945-1950,Civil war - for central control: China vs. CCP,1945,1950,1200000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Nepal Maoist Insurgency of 2001-2006,Civil war - for central control: Nepal vs. MPLA,2001,2006,6000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Liberia-LURD War of 2002-2003,Civil war - for central control: Liberia vs. LURD & MODEL,2002,2003,3000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Fourth Colombian War of 1876-1877,Civil war - for central control: Colombia vs. Conservatives,1876,1877,4500,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Iranian Constitution War of 1908-1909,"Civil war - for central control: Russia, Iran vs. Constitutionalists",1908,1909,1500,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Costa Rica War of 1948,Civil war - for central control: Costa Rica vs. Army of National Liberation,1948,1948,1600,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,First Burmese War of 1948-1950,Civil war - for central control: Burma vs. Karens and Communists,1948,1950,3424,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Black September War of 1970,"Civil war - for central control: Jordan vs. Syria, Palestinians",1970,1970,1750,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Second Guatemala War of 1970-1971,Civil war - for central control: Guatemala vs. Leftists,1970,1971,1000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,First Argentina War phase 2 of 1841-1842,Civil war - for central control: Argentina vs. Unitarios,1841,1842,5800,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Haitian Civil War of 1883-1884,Civil war - for central control: Haiti vs. Liberals,1883,1884,2800,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Paraguayan Radical Liberal Rebellion of 1911-1912,Civil war - for central control: Paraguay vs. Radical Liberals,1911,1912,4000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Bolivian National Revolution of 1952,Civil war - for central control: Bolivia vs. MNR,1952,1952,1000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Second Al-Houthi Rebellion of 2007-2008,Civil war - for central control: Yemen vs. Houthi Rebels,2007,2008,3000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Argentine Military War of 1955,Civil war - for central control: Argentina vs. Military Rebels,1955,1955,2100,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Iraqi Sunni Revolt of 2010-2014,"Civil war - for central control: United States of America, Iraq vs. Sunni Rebels",2010,2011,10574,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Ecuadorian Civil War of 1913-1916,Civil war - for central control: Ecuador vs. Conchistas,1913,1916,7000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Holy Spirit Movement War of 1986-1987,Civil war - for central control: Uganda vs. HSMF,1986,1987,7000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Second Carlist War of 1847-1849,Civil war - for central control: Spain vs. Carlists,1847,1849,10000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Fourth Mexican War of 1914-1920,"Civil war - for central control: United States, Mexico vs. Conventionists",1914,1919,150015,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Anti-Monarchy War of 1915-1916,Civil war - for central control: China vs. NPA,1915,1916,4000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Second French Insurrection of 1848,Civil war - for central control: France vs. Republicans,1848,1848,4100,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Negus Mikael Revolt of 1916-1917,Civil war - for central control: Ethiopia vs. Negus Mikael-led Rebels,1916,1917,20000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Central African Republic War of 2012-2013,"Civil war - for central control: Central African Republic, Chad vs. Seleka",2012,2013,1000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Angolan Control War of 1976-1991,"Civil war - for central control: Cuba, Angola vs. South Africa, UNITA",1976,1988,102600,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Rhodesia War of 1976-1979,Civil war - for central control: Rhodesia vs. Patriotic Front,1976,1979,10950,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Finnish Civil War of 1918,"Civil war - for central control: Germany, Finland vs. USSR, Red Guard",1918,1918,24150,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Afghan-Taliban War of 2014-ongoing,"Civil war - for central control: United States, Afghanistan vs. Taliban",2014,,100000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Algerian Revolution of 1962,Civil war - for central control: Algeria vs. ALN,1962,1962,2000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Hungary's Red and White Terror of 1919-1920,Civil war - for central control: Hungary vs. Whites,1919,1920,1500,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Somali-Al-Shabaab war of 2014-present,"Civil war - for central control: United States, Uganda, Djibouti, Kenya, Burundi, Somalia, Ethiopia vs. Al-Shabaab",2014,,6000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Gilan Marxists Rebellion of 1920-1921,"Civil war - for central control: United Kingdom, Iran vs. USSR, SSRI",1920,1921,1500,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Second Libyan Civil War of 2014-present,Civil war - for central control: Libya vs. Libyan Dawn,2014,,2000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Saur Revolution of 1978,Civil war - for central control: Afghanistan vs. PDPA,1978,1978,2000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Zaire-FNLC War of 1978,"Civil war - for central control: Belgium, France, Zaire vs. FNLC",1978,1978,1001,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Third Guatemala War of 1978-1983,Civil war - for central control: Guatemala vs. Leftists,1978,1983,21700,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Fifth Venezuelan War of 1901-1903,Civil war - for central control: Venezuela vs. Matos-led Rebels,1901,1903,12000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Sandinista Rebellion of 1978-1979,Civil war - for central control: Nicaragua vs. Sandinistas,1978,1979,3000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Iranian Islamic Revolution of 1978-1979,Civil war - for central control: Iran vs. Anti-Shah Coalition,1978,1979,1000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Anti-Khomeini Coalition War of 1979-1983,Civil war - for central control: Iran vs. Anti-Khomeini Coalition,1979,1983,10000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,El Salvador War of 1979-1992,Civil war - for central control: El Salvador vs. Salvadorian Democratic Front,1979,1992,24000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Agrarian Rising of 1923,Civil war - for central control: Bulgaria vs. Agrarian League,1923,1923,1500,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,De La Huerta Rebellion of 1923-1924,Civil war - for central control: Mexico vs. Huerta Led Rebels,1923,1924,7000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Hafiziyya Uprising of 1907-1908,"Civil war - for central control: France, Morocco vs. Mulai el-Hafid-led Forces",1907,1908,1400,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Paraguay War of 1947,Civil war - for central control: Paraguay vs. Leftists,1947,1947,4000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Second Zhili-Fengtien War  of 1924,Civil war - for central control: China vs. Fengtien Faction,1924,1924,8000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Naxalite Rebellion of 1970-1971,Civil war - for central control: India vs. Naxalite Marxists,1970,1971,1400,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Tajikistan War of 1992-1997,"Civil war - for central control: Russia, Tajikistan vs. United Tajik Opposition",1992,1997,10000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,La Violencia first wave of 1948-1953,Civil war - for central control: Colombia vs. Liberals,1948,1953,36000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Shining Path War of 1982-1992,Civil war - for central control: Peru vs. Shining Path,1982,1992,12708,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,First Sri Lanka-JVP War of 1971,Civil war - for central control: Sri Lanka vs. JVP,1971,1971,2000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Second Liberian War of 1992-1996,"Civil war - for central control: Senegal, Guinea, Liberia, Ghana, Nigeria vs. NPFL",1992,1996,10000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,First Nationalist Revolution of 1911,Civil war - for central control: China vs. Republicans,1911,1911,6000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Third Khmer Rouge War of 1993-1998,Civil war - for central control: Cambodia vs. Khmer Rouge,1993,1998,10000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Second Afghan Anti-Reform War of 1928-1929,Civil war - for central control: Afghanistan vs. Anti-Reform Rebels,1928,1929,7500,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Escobar Rebellion of 1929,Civil war - for central control: Mexico vs. Escobar-led Rebels,1929,1929,2000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,South Yemen War of 1986,Civil war - for central control: Yemen People's Republic vs. Leftist Factions,1986,1986,4000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Second Rwanda War of 1994,Civil war - for central control: Rwanda vs. RPF,1994,1994,1000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Second Sri Lanka-JVP War of 1987-1989,Civil war - for central control: Sri Lanka vs. JVP,1987,1989,10000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Fourth Guatemala of 1987 to 1990,Civil war - for central control: Guatemala vs. Leftists,1987,1990,9000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Sudan Revolutionary Front Rebellion of 2011-present,Civil war - for central control: Sudan vs. SPLM-N,2011,,3500,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Cuban Revolution of 1958-1959,Civil war - for central control: Cuba vs. Fidelistas,1958,1959,3000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,FARC/ELN War of 1988-2015,Civil war - for central control: Colombia vs. Leftist Rebels and Drug Cartels,1988,2015,36313,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Fifth Lebanese War of 1989-1990,"Civil war - for central control: Lebanon vs. Syria, Lahoud Faction",1989,1990,2400,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Second Afghan Civil War of 1989-1992,Civil war - for central control: Afghanistan vs. Mujahideen,1989,1992,40000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,First Congo-Brazzaville War of 1997,"Civil war - for central control: Republic of the Congo vs. Angola, Cobra militia",1997,1997,1000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Aprista Revolt of 1932,Civil war - for central control: Peru vs. Apristas,1932,1932,1210,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Second Khmer Rouge War of 1989-1991,Civil war - for central control: Kampuchea vs. Khmer Rouge & KPNFL,1989,1991,2100,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Georgia War of 1991-1993,Civil war - for central control: Georgia vs. Reform Movement,1991,1993,5000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,First Liberian War of 1989-1990,"Civil war - for central control: Guinea, Liberia, Ghana, Nigeria vs. NPFL and INPFL",1989,1990,3000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Spanish Miners War of 1934,Civil war - for central control: Spain vs. Asturian Miners,1934,1934,1335,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Spanish Civil War of 1936-1939,"Civil war - for central control: Spain, USSR vs. Portugal, Germany, Italy, Falange",1936,1939,309400,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Third Angolan War of 1998-2002,"Civil war - for central control: Angola, Namibia vs. UNITA",1998,2002,9600,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Iraqi Shiite Rebellion of 1991,Civil war - for central control: Iraq vs. Shiites and SAIRI,1991,1991,1000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Bolivia-Criollos War of 1870-1871,Civil war - for central control: Bolivia vs. Criollos,1870,1871,1500,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,First Sierra Leone War of 1991-1996,"Civil war - for central control: Sierra Leone, Nigeria vs. RUF",1991,1996,7500,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Afghanistan Post-Communist War of 1992-2001,Civil war - for central control: Afghanistan vs. Mujahideen,1992,2001,40000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Greek Civil War round 2 of 1944-1945,Civil war - for central control: United Kingdom vs. ,1944,1945,0,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Second Somalia War of 1991-1997,"Civil war - for central control: United States of America, Canada, France, Italy, Nigeria, Somalia, Pakistan vs. Pro-Aideed Alliance",1991,1993,32070,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Guinean War of 2000-2001,Civil war - for central control: Guinea vs. RDFG,2000,2001,1000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Third Burundi War of 2001-2003,"Civil war - for central control: Burundi, Rwanda vs. FNL and FDD",2001,2003,3150,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,South Sudan War of 2013 to present,"Civil war - for central control: Uganda, South Sudan vs. SPLM-IO",2013,,0,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Greek Civil War round 3 of 1946-1949,"Civil war - for central control: United Kingdom, Greece vs. Communists",1946,1949,68180,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,First Philippines - NPA War of 1981-1992,Civil war - for central control: Philippines vs. NPA,1981,1992,30000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Cote d'Ivoire Military War of 2002-2003,"Civil war - for central control: France, Cote d'Ivoire vs. New Forces",2002,2003,3000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,First Chad Rebellion of 1968-1971,"Civil war - for central control: France, Chad vs. FROLINAT",1968,1971,3550,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Hama Uprising of 1982,Civil war - for central control: Syria vs. Muslim Brotherhood,1982,1982,3000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Algeria's Islamic Front War of 1992-2002,Civil war - for central control: Algeria vs. Islamic Front,1992,2002,25200,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Syrian Arab Spring War of 2011 to present,Civil war - for central control: Syria vs. Syrian Rebel Groups,2011,,190512,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Second Burmese War of 1958-1960,Civil war - for central control: Burma vs. Karens & Communists,1958,1960,1500,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Fourth Lebanese War of 1983-1984,"Civil war - for central control: United States, France, Lebanon vs. Iran, Syria, Shi'ites and Druzes",1983,1984,1368,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Chad-United Opposition War of 2005-2008,"Civil war - for central control: France, Chad vs. United Opposition",2005,2008,2500,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Angolan War of  the Cities of 1992-1994,Civil war - for central control: Angola vs. UNITA,1992,1994,50000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Third Somalia War of 2006-2012,"Civil war - for central control: United States, Uganda, Kenya, Burundi, Somalia, Ethiopia vs. Eritrea, ICU",2006,2012,11816,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Chad-Togoimi Revolt of 1998-2000,Civil war - for central control: Chad vs. MDD & MDJT,1998,2000,1800,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Second Burundi War of 1993-1998,Civil war - for central control: Burundi vs. Tutsi,1993,1998,5000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Chilean Congressist War of 1891,Civil war - for central control: Chile vs. Congressists,1891,1891,5500,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Second Cote d'Ivoire War of 2011,"Civil war - for central control: Cote d'Ivoire vs. France, New Forces",2011,2011,1000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Third DRC Rebellion of 1964-1965,Civil war - for central control: Democratic Republic of the Congo vs. CNL,1964,1965,4805,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Syrian Arab Spring War of 2011 to present,Civil war - for central control: Iran vs. ,2011,,0,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Third Rwanda War of 1997-1998,Civil war - for central control: Rwanda vs. ALiR,1997,1998,3300,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Boko Haram in Nigeria of 2013 - ongoing,Civil war - for central control: Nigeria vs. Boko Haram,2013,,1800,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Boko Haram in Nigeria of 2013 - present,"Civil war - for central control: Niger, Cameroon, Chad vs. ",2013,,0,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Zaire - AFDL War of 1996-1997,"Civil war - for central control: Zaire vs. Uganda, Burundi, Rwanda, Angola, AFDL Coalition",1996,1997,4000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Fourth Rwanda War of 2001,Civil war - for central control: Rwanda vs. ALiR,2001,2001,1000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
Intra-state (civil) wars,Guinea-Bissau Military War of 1998-1999,"Civil war - for central control: Guinea-Bissau, Senegal, Guinea vs. Mane Junta",1998,1998,2000,"Sarkees, Meredith Reid and Frank Wayman (2010). Resort to War: 1816 – 2007. Washington DC: CQ Press.",2023-03-23
