Category,Event,Event description,Timepoint start,Timepoint end,Quantity outcome 1,Reference/link to data,Accessed on
Sovereign Debt Defaults,Afghanistan - 1964,"HIPC countries; Afghanistan in default with Other_Official_Creditors, IMF",1964,1967,267,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Afghanistan - 1972,HIPC countries; Afghanistan in default with Other_Official_Creditors,1972,1972,37,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Afghanistan - 1976,HIPC countries; Afghanistan in default with Other_Official_Creditors,1976,1976,437,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Afghanistan - 1980,HIPC countries; Afghanistan in default with Other_Official_Creditors,1980,1986,15,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Afghanistan - 1989,HIPC countries; Afghanistan in default with IDA,1989,1989,0.372,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Afghanistan - 1992,"HIPC countries; Afghanistan in default with IDA, Other_Official_Creditors, IMF, Paris_Club, Private_Creditors",1992,2021,11394.04802,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Albania - 1991,"Other developing countries; Albania in default with Private_Creditors, FC_Bank_Loans, Other_Official_Creditors, Paris_Club",1991,2009,745.262,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Albania - 2013,Other developing countries; Albania in default with Other_Official_Creditors,2013,2013,1.232,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Albania - 2017,Other developing countries; Albania in default with Other_Official_Creditors,2017,2017,0.6,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Albania - 2019,Other developing countries; Albania in default with Other_Official_Creditors,2019,2019,0.0548619,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Algeria - 1976,"Other developing countries; Algeria in default with Other_Official_Creditors, Private_Creditors",1976,1983,13.012,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Algeria - 1987,Other developing countries; Algeria in default with Private_Creditors,1987,1988,0.016,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Algeria - 1990,"Other developing countries; Algeria in default with Other_Official_Creditors, Private_Creditors, FC_Bank_Loans, Paris_Club",1990,1998,12108.181,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Algeria - 2002,Other developing countries; Algeria in default with Other_Official_Creditors,2002,2005,4700,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Algeria - 2012,Other developing countries; Algeria in default with Other_Official_Creditors,2012,2012,76.7,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Algeria - 2018,Other developing countries; Algeria in default with Other_Official_Creditors,2018,2018,0.1712819,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Angola - 1989,"Other developing countries; Angola in default with Paris_Club, Other_Official_Creditors, Private_Creditors, LC_Debt, China",1989,2021,7330.006,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Antigua and Barbuda - 1985,Other developing countries; Antigua and Barbuda in default with Other_Official_Creditors,1985,1986,32,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Antigua and Barbuda - 1996,"Other developing countries; Antigua and Barbuda in default with FC_Bank_Loans, Other_Official_Creditors, FC_Bonds, Paris_Club",1996,2021,838,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Argentina - 1961,"Emerging/frontier markets; Argentina in default with IMF, Other_Official_Creditors, FC_Bank_Loans, Paris_Club",1961,1963,462,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Argentina - 1965,"Emerging/frontier markets; Argentina in default with IMF, Paris_Club, Other_Official_Creditors",1965,1965,472,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Argentina - 1976,Emerging/frontier markets; Argentina in default with FC_Bank_Loans,1976,1976,970,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Argentina - 1982,"Emerging/frontier markets; Argentina in default with FC_Bank_Loans, LC_Debt, Other_Official_Creditors, Private_Creditors, Paris_Club, FC_Bonds",1982,1996,35530.3,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Argentina - 2000,"Emerging/frontier markets; Argentina in default with Private_Creditors, FC_Bonds, IBRD, Paris_Club, Other_Official_Creditors, FC_Bank_Loans, LC_Debt, IMF",2000,2021,116644,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Armenia - 1993,"Emerging/frontier markets; Armenia in default with Private_Creditors, Other_Official_Creditors",1993,1998,126.885,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Armenia - 2000,Emerging/frontier markets; Armenia in default with Other_Official_Creditors,2000,2003,46.06,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Azerbaijan - 1994,Emerging/frontier markets; Azerbaijan in default with Other_Official_Creditors,1994,1997,41.532,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Azerbaijan - 2004,Emerging/frontier markets; Azerbaijan in default with Other_Official_Creditors,2004,2004,74.817,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Azerbaijan - 2020,Emerging/frontier markets; Azerbaijan in default with Other_Official_Creditors,2020,2020,0.3649836,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Bangladesh - 1973,"Other developing countries; Bangladesh in default with Other_Official_Creditors, Private_Creditors, China",1973,2014,536.705,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Barbados - 2018,"Other developing countries; Barbados in default with Other_Official_Creditors, FC_Bank_Loans, FC_Bonds, LC_Debt",2018,2020,6960.4,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Belarus - 1993,"Emerging/frontier markets; Belarus in default with Other_Official_Creditors, Private_Creditors",1993,2019,588.884,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Belize - 1981,"Emerging/frontier markets; Belize in default with Other_Official_Creditors, Private_Creditors",1981,1997,12.01195,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Belize - 1999,Emerging/frontier markets; Belize in default with Private_Creditors,1999,1999,8.64e-05,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Belize - 2001,"Emerging/frontier markets; Belize in default with Other_Official_Creditors, Private_Creditors, FC_Bonds",2001,2021,695,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Benin - 1961,"HIPC countries; Benin in default with Other_Official_Creditors, Private_Creditors, Paris_Club, China",1961,2018,1085.244985,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Bhutan - 1990,Other developing countries; Bhutan in default with Other_Official_Creditors,1990,1996,3.541,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Bhutan - 2005,Other developing countries; Bhutan in default with Other_Official_Creditors,2005,2005,8.618,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Bolivia - 1961,"HIPC countries; Bolivia in default with Other_Official_Creditors, FC_Bonds, IMF, Private_Creditors, FC_Bank_Loans, LC_Debt, Paris_Club, China",1961,2009,2268.40625,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Bolivia - 2014,HIPC countries; Bolivia in default with Other_Official_Creditors,2014,2014,0.442,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Bolivia - 2017,HIPC countries; Bolivia in default with Other_Official_Creditors,2017,2017,0.8655198,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Bolivia - 2020,HIPC countries; Bolivia in default with Other_Official_Creditors,2020,2020,0.08,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Bosnia & Herzegovina - 1992,"Other developing countries; Bosnia & Herzegovina in default with IBRD, FC_Bank_Loans, IMF, Paris_Club, Other_Official_Creditors, Private_Creditors",1992,2011,1879,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Bosnia & Herzegovina - 2016,Other developing countries; Bosnia & Herzegovina in default with Other_Official_Creditors,2016,2017,14.4842715,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Bosnia & Herzegovina - 2020,Other developing countries; Bosnia & Herzegovina in default with Other_Official_Creditors,2020,2021,45.6588291,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Botswana - 1979,Other developing countries; Botswana in default with Other_Official_Creditors,1979,1979,0.273,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Botswana - 1986,"Other developing countries; Botswana in default with Other_Official_Creditors, Private_Creditors",1986,2009,457.64,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Botswana - 2017,"Other developing countries; Botswana in default with Other_Official_Creditors, China, Private_Creditors",2017,2020,7.3319882,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Brazil - 1961,"Emerging/frontier markets; Brazil in default with Paris_Club, Other_Official_Creditors, Private_Creditors, FC_Bank_Loans, IMF",1961,1965,811.6,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Brazil - 1971,"Emerging/frontier markets; Brazil in default with Private_Creditors, Other_Official_Creditors, Paris_Club, FC_Bank_Loans, LC_Debt",1971,2000,147531.895,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Brazil - 2003,"Emerging/frontier markets; Brazil in default with Private_Creditors, Other_Official_Creditors, IMF",2003,2017,4274.213,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Brazil - 2019,Emerging/frontier markets; Brazil in default with Other_Official_Creditors,2019,2020,0.0291104,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Bulgaria - 1961,Emerging/frontier markets; Bulgaria in default with FC_Bonds,1961,1987,144.2099,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Bulgaria - 1989,"Emerging/frontier markets; Bulgaria in default with Private_Creditors, Paris_Club, Other_Official_Creditors, FC_Bank_Loans",1989,2009,8222.06,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Bulgaria - 2013,Emerging/frontier markets; Bulgaria in default with Other_Official_Creditors,2013,2014,0.96,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Burkina Faso - 1978,"HIPC countries; Burkina Faso in default with Other_Official_Creditors, Private_Creditors, Paris_Club",1978,2021,1329.363,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Burundi - 1971,HIPC countries; Burundi in default with Other_Official_Creditors,1971,1973,0.307066,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Burundi - 1982,"HIPC countries; Burundi in default with Other_Official_Creditors, Private_Creditors, China, Paris_Club",1982,2021,161.459,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Cabo Verde - 1981,"Other developing countries; Cabo Verde in default with Other_Official_Creditors, FC_Bank_Loans, Private_Creditors, LC_Debt, China",1981,2010,207.07554,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Cabo Verde - 2019,"Other developing countries; Cabo Verde in default with Other_Official_Creditors, LC_Debt, China, Private_Creditors",2019,2021,115.055313,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Cambodia - 1971,"Other developing countries; Cambodia in default with Paris_Club, Other_Official_Creditors, IMF, LC_Debt, Private_Creditors, China",1971,2021,2058,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Cameroon - 1972,HIPC countries; Cameroon in default with Other_Official_Creditors,1972,1975,2.961478,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Cameroon - 1977,"HIPC countries; Cameroon in default with Other_Official_Creditors, Private_Creditors, FC_Bank_Loans, Paris_Club, China, FC_Bonds",1977,2021,3396.73099,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Central African Republic - 1970,"HIPC countries; Central African Republic in default with Other_Official_Creditors, Private_Creditors, IMF, Paris_Club, IDA, China, FC_Bank_Loans",1970,2021,427.4276,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Chad - 1970,"HIPC countries; Chad in default with Other_Official_Creditors, Private_Creditors, IDA, IMF, Paris_Club, China, FC_Bank_Loans",1970,2021,2346,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Chile - 1961,Emerging/frontier markets; Chile in default with Other_Official_Creditors,1961,1961,17.8,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Chile - 1963,"Emerging/frontier markets; Chile in default with Other_Official_Creditors, IMF, FC_Bank_Loans, Paris_Club",1963,1966,109,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Chile - 1971,"Emerging/frontier markets; Chile in default with Other_Official_Creditors, Private_Creditors, Paris_Club, FC_Bank_Loans",1971,1975,562.6,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Chile - 1983,"Emerging/frontier markets; Chile in default with FC_Bank_Loans, Paris_Club",1983,1990,8764,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Colombia - 1980,"Emerging/frontier markets; Colombia in default with Private_Creditors, Other_Official_Creditors",1980,2003,436.114,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Comoros - 1976,"HIPC countries; Comoros in default with Other_Official_Creditors, Private_Creditors, IMF, Paris_Club, IDA, China",1976,2021,127.3774968,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Cook Islands - 1995,Other developing countries; Cook Islands in default with Other_Official_Creditors,1995,1998,54.964,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Costa Rica - 1962,Emerging/frontier markets; Costa Rica in default with Other_Official_Creditors,1962,1962,3,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Costa Rica - 1965,Emerging/frontier markets; Costa Rica in default with Other_Official_Creditors,1965,1965,3,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Costa Rica - 1971,"Emerging/frontier markets; Costa Rica in default with Other_Official_Creditors, Private_Creditors",1971,1971,0.008,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Costa Rica - 1973,Emerging/frontier markets; Costa Rica in default with Private_Creditors,1973,1973,0.209,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Costa Rica - 1977,"Emerging/frontier markets; Costa Rica in default with Other_Official_Creditors, Private_Creditors, FC_Bank_Loans, Paris_Club, FC_Bonds",1977,2014,2534.98,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Cote d'Ivoire - 1974,HIPC countries; Cote d'Ivoire in default with Other_Official_Creditors,1974,1976,0.178353,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Cote d'Ivoire - 1978,"HIPC countries; Cote d'Ivoire in default with Other_Official_Creditors, Private_Creditors, Paris_Club, FC_Bank_Loans, FC_Bonds, IBRD, IDA, China",1978,2021,9219.541616,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Croatia - 1992,"Emerging/frontier markets; Croatia in default with FC_Bank_Loans, Paris_Club",1992,1996,2620,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Cuba - 1961,"Other developing countries; Cuba in default with IMF, FC_Bonds, LC_Debt",1961,1964,288,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Cuba - 1982,"Other developing countries; Cuba in default with FC_Bank_Loans, Paris_Club, Other_Official_Creditors, China",1982,2021,49247.20859,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Curacao - 2010,Other developing countries; Curacao in default with Other_Official_Creditors,2010,2010,1242.5,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Cyprus - 2013,Advanced economies; Cyprus in default with FC_Bonds,2013,2013,1698.236447,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Czechoslovakia - 1961,Other developing countries; Czechoslovakia in default with FC_Bonds,1961,1986,8.1835,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Democratic Republic of Congo (Kinshasa) - 1961,"HIPC countries; Democratic Republic of Congo (Kinshasa) in default with Private_Creditors, FC_Bonds, LC_Debt",1961,1965,449.96,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Democratic Republic of Congo (Kinshasa) - 1973,"HIPC countries; Democratic Republic of Congo (Kinshasa) in default with Other_Official_Creditors, Private_Creditors, Paris_Club, FC_Bank_Loans, IMF, LC_Debt, IBRD, IDA, China",1973,2021,10419.90647,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Djibouti - 1984,"Other developing countries; Djibouti in default with Other_Official_Creditors, Private_Creditors",1984,1984,0.75475,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Djibouti - 1986,"Other developing countries; Djibouti in default with Other_Official_Creditors, Private_Creditors",1986,1986,0.056471,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Djibouti - 1988,"Other developing countries; Djibouti in default with Other_Official_Creditors, Paris_Club, Private_Creditors, China",1988,2021,644.8009708,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Dominica - 1981,Other developing countries; Dominica in default with Other_Official_Creditors,1981,1984,0.368106,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Dominica - 1987,"Other developing countries; Dominica in default with Other_Official_Creditors, Private_Creditors, FC_Bank_Loans, FC_Bonds, China",1987,2021,150.5321096,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Dominican Republic - 1961,"Emerging/frontier markets; Dominican Republic in default with FC_Bank_Loans, IMF, Other_Official_Creditors, Private_Creditors, LC_Debt, Paris_Club, FC_Bonds",1961,2021,2119.283981,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Ecuador - 1972,Emerging/frontier markets; Ecuador in default with Private_Creditors,1972,1972,0.473,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Ecuador - 1976,"Emerging/frontier markets; Ecuador in default with Other_Official_Creditors, Private_Creditors, FC_Bank_Loans, Paris_Club, FC_Bonds, China",1976,2021,19575.6119,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Egypt - 1964,"Emerging/frontier markets; Egypt in default with Other_Official_Creditors, IMF, Private_Creditors, Paris_Club",1964,2011,23529.016,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Egypt - 2013,Emerging/frontier markets; Egypt in default with Other_Official_Creditors,2013,2015,0.00308,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Egypt - 2018,Emerging/frontier markets; Egypt in default with Other_Official_Creditors,2018,2020,2.857,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,El Salvador - 1979,Emerging/frontier markets; El Salvador in default with Other_Official_Creditors,1979,1979,0.072,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,El Salvador - 1981,"Emerging/frontier markets; El Salvador in default with FC_Bonds, Private_Creditors, Other_Official_Creditors, IMF, Paris_Club",1981,2000,740.0185402,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,El Salvador - 2008,Emerging/frontier markets; El Salvador in default with Other_Official_Creditors,2008,2008,2.57,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,El Salvador - 2017,Emerging/frontier markets; El Salvador in default with FC_Bonds,2017,2017,6033,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Equatorial Guinea - 1981,"Other developing countries; Equatorial Guinea in default with Other_Official_Creditors, IMF, Paris_Club, Private_Creditors, China",1981,2005,98,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Equatorial Guinea - 2007,Other developing countries; Equatorial Guinea in default with China,2007,2007,75,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Equatorial Guinea - 2017,"Other developing countries; Equatorial Guinea in default with Other_Official_Creditors, Paris_Club, Private_Creditors",2017,2021,1173,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Eritrea - 2000,"Other developing countries; Eritrea in default with Other_Official_Creditors, China, Private_Creditors, IDA",2000,2021,317.1277049,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,eSwatini - 1978,"Other developing countries; eSwatini in default with Other_Official_Creditors, Private_Creditors",1978,1978,0.008,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,eSwatini - 1986,"Other developing countries; eSwatini in default with Private_Creditors, Other_Official_Creditors",1986,2020,15.5810384,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Ethiopia - 1970,"HIPC countries; Ethiopia in default with Other_Official_Creditors, Private_Creditors, Paris_Club, FC_Bank_Loans, China",1970,2021,5828.3854,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Fiji - 1976,Other developing countries; Fiji in default with Other_Official_Creditors,1976,1977,0.194038,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Fiji - 1979,Other developing countries; Fiji in default with Other_Official_Creditors,1979,1980,0.699932,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Fiji - 1982,Other developing countries; Fiji in default with Private_Creditors,1982,1982,0.001,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Fiji - 1990,"Other developing countries; Fiji in default with Other_Official_Creditors, Private_Creditors",1990,2014,4.050474,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Fiji - 2020,Other developing countries; Fiji in default with Other_Official_Creditors,2020,2021,29,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Gabon - 1975,"Emerging/frontier markets; Gabon in default with Private_Creditors, Paris_Club",1975,1978,60,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Gabon - 1980,"Emerging/frontier markets; Gabon in default with Other_Official_Creditors, Private_Creditors, FC_Bank_Loans, Paris_Club",1980,2013,2355.96926,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Gabon - 2015,"Emerging/frontier markets; Gabon in default with Other_Official_Creditors, Private_Creditors, Paris_Club, China",2015,2021,1408.09216,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Gambia - 1977,HIPC countries; Gambia in default with Other_Official_Creditors,1977,1978,0.037746,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Gambia - 1980,"HIPC countries; Gambia in default with Other_Official_Creditors, Private_Creditors, IMF, FC_Bank_Loans, Paris_Club, China",1980,2021,67.6018202,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Georgia - 1992,"Emerging/frontier markets; Georgia in default with Private_Creditors, Other_Official_Creditors, Paris_Club, China",1992,2021,449.2671,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Ghana - 1965,"HIPC countries; Ghana in default with Paris_Club, IMF, Other_Official_Creditors, Private_Creditors, LC_Debt, China",1965,2021,2553.047305,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
