Category,Event,Event description,Timepoint start,Timepoint end,Quantity outcome 1,Reference/link to data,Accessed on
Sovereign Debt Defaults,St. Lucia - 2003,"Other developing countries; St. Lucia in default with Private_Creditors, Other_Official_Creditors",2003,2004,0.088,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,St. Lucia - 2007,"Other developing countries; St. Lucia in default with Other_Official_Creditors, Private_Creditors",2007,2012,8.7881615,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,St. Lucia - 2015,Other developing countries; St. Lucia in default with Other_Official_Creditors,2015,2018,0.4833584,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,St. Vincent and the Grenadines - 1983,"Other developing countries; St. Vincent and the Grenadines in default with Other_Official_Creditors, Private_Creditors",1983,2021,44.7408125,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Sudan - 1975,"Other developing countries; Sudan in default with Other_Official_Creditors, FC_Bank_Loans, Private_Creditors, IMF, Paris_Club, LC_Debt, IBRD, IDA, China",1975,2021,52968.26728,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Suriname - 1992,Other developing countries; Suriname in default with IMF,1992,1992,0.2,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Suriname - 1998,"Other developing countries; Suriname in default with Other_Official_Creditors, LC_Debt",1998,2016,150,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Suriname - 2020,"Other developing countries; Suriname in default with FC_Bonds, Other_Official_Creditors, Private_Creditors, LC_Debt",2020,2021,988,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Syria - 1965,Other developing countries; Syria in default with IMF,1965,1965,3.6,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Syria - 1987,"Other developing countries; Syria in default with IBRD, IDA, Other_Official_Creditors, Private_Creditors",1987,2002,12099.239,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Syria - 2005,Other developing countries; Syria in default with Other_Official_Creditors,2005,2005,13400,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Syria - 2008,"Other developing countries; Syria in default with Other_Official_Creditors, Private_Creditors, IDA",2008,2021,4021.249,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Tajikistan - 1993,"Other developing countries; Tajikistan in default with Other_Official_Creditors, Private_Creditors",1993,2006,601.025,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Tajikistan - 2010,"Other developing countries; Tajikistan in default with Private_Creditors, Other_Official_Creditors",2010,2018,363.788,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Tajikistan - 2020,"Other developing countries; Tajikistan in default with China, Other_Official_Creditors",2020,2021,104.052,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Tanzania - 1971,"HIPC countries; Tanzania in default with Other_Official_Creditors, Private_Creditors, IMF, Paris_Club, FC_Bank_Loans, China",1971,2021,6395.377229,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Thailand - 1991,Emerging/frontier markets; Thailand in default with Other_Official_Creditors,1991,1991,6.805,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Thailand - 1998,Emerging/frontier markets; Thailand in default with Other_Official_Creditors,1998,1998,5.691,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Thailand - 2008,"Emerging/frontier markets; Thailand in default with Other_Official_Creditors, Private_Creditors",2008,2012,8.788,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Togo - 1970,"HIPC countries; Togo in default with Private_Creditors, Other_Official_Creditors, Paris_Club, FC_Bank_Loans, IDA, China, IBRD",1970,2021,774,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Tonga - 1997,"Other developing countries; Tonga in default with Other_Official_Creditors, Private_Creditors, China",1997,2016,133.3507191,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Tonga - 2018,Other developing countries; Tonga in default with China,2018,2018,119,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Tonga - 2020,Other developing countries; Tonga in default with China,2020,2021,14,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Trinidad & Tobago - 1988,"Emerging/frontier markets; Trinidad & Tobago in default with FC_Bank_Loans, Paris_Club",1988,1990,655,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Tunisia - 1970,"Emerging/frontier markets; Tunisia in default with Other_Official_Creditors, Private_Creditors",1970,1987,21.353,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Tunisia - 1989,"Emerging/frontier markets; Tunisia in default with Other_Official_Creditors, Private_Creditors",1989,1996,82.256,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Tunisia - 2013,Emerging/frontier markets; Tunisia in default with Other_Official_Creditors,2013,2015,5.4984717,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Turkey - 1965,Emerging/frontier markets; Turkey in default with Other_Official_Creditors,1965,1965,220,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Turkey - 1970,Emerging/frontier markets; Turkey in default with Other_Official_Creditors,1970,1971,75,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Turkey - 1976,"Emerging/frontier markets; Turkey in default with FC_Bank_Loans, Paris_Club, Other_Official_Creditors, Private_Creditors",1976,1984,4064.45,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Turkey - 1999,Emerging/frontier markets; Turkey in default with LC_Debt,1999,1999,48280,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Turkey - 2011,Emerging/frontier markets; Turkey in default with Other_Official_Creditors,2011,2011,13.61,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Turkey - 2017,Emerging/frontier markets; Turkey in default with Other_Official_Creditors,2017,2017,563,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Turkmenistan - 1994,"Other developing countries; Turkmenistan in default with Other_Official_Creditors, Private_Creditors",1994,2010,200.8292485,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Turkmenistan - 2012,Other developing countries; Turkmenistan in default with Other_Official_Creditors,2012,2012,0.0039574,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Uganda - 1970,"HIPC countries; Uganda in default with Other_Official_Creditors, Private_Creditors, Paris_Club, FC_Bank_Loans, China",1970,2021,1129.143329,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Ukraine - 1992,"Emerging/frontier markets; Ukraine in default with Private_Creditors, Other_Official_Creditors, FC_Bank_Loans, LC_Debt, FC_Bonds, Paris_Club, China",1992,2021,21807,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,United Kingdom - 1979,; United Kingdom in default with Other_Official_Creditors,1979,2021,762.39,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Uruguay - 1965,"Emerging/frontier markets; Uruguay in default with IMF, Other_Official_Creditors, Private_Creditors, FC_Bank_Loans",1965,1965,161.9,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Uruguay - 1983,Emerging/frontier markets; Uruguay in default with FC_Bank_Loans,1983,1986,1958,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Uruguay - 1988,Emerging/frontier markets; Uruguay in default with FC_Bank_Loans,1988,1988,1770,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Uruguay - 1990,Emerging/frontier markets; Uruguay in default with FC_Bank_Loans,1990,1991,1610,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Uruguay - 2003,Emerging/frontier markets; Uruguay in default with FC_Bonds,2003,2003,4977,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,USSR/Russia - 1990,"Emerging/frontier markets; USSR/Russia in default with Private_Creditors, FC_Bank_Loans, LC_Debt, Paris_Club, Other_Official_Creditors, FC_Bonds",1990,2012,96152.207,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Uzbekistan - 1997,"Other developing countries; Uzbekistan in default with Other_Official_Creditors, Private_Creditors",1997,2005,500.61,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Uzbekistan - 2007,Other developing countries; Uzbekistan in default with Private_Creditors,2007,2012,192.125,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Uzbekistan - 2015,"Other developing countries; Uzbekistan in default with Other_Official_Creditors, Private_Creditors",2015,2021,134.0441136,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Vanuatu - 1991,Other developing countries; Vanuatu in default with Other_Official_Creditors,1991,1991,5.584,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Vanuatu - 2000,Other developing countries; Vanuatu in default with China,2000,2000,5,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Vanuatu - 2003,"Other developing countries; Vanuatu in default with China, Other_Official_Creditors",2003,2008,4.85,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Vanuatu - 2015,Other developing countries; Vanuatu in default with China,2015,2018,3,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Venezuela - 1978,"Emerging/frontier markets; Venezuela in default with Other_Official_Creditors, Private_Creditors, FC_Bank_Loans",1978,1990,20360.6,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Venezuela - 1992,"Emerging/frontier markets; Venezuela in default with Other_Official_Creditors, Private_Creditors, FC_Bank_Loans, LC_Debt, FC_Bonds, China, Paris_Club",1992,2021,83874.74595,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Vietnam - 1975,"Emerging/frontier markets; Vietnam in default with Other_Official_Creditors, LC_Debt",1975,1975,516,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Vietnam - 1978,Emerging/frontier markets; Vietnam in default with LC_Debt,1978,1978,467,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Vietnam - 1980,"Emerging/frontier markets; Vietnam in default with IMF, Other_Official_Creditors, Private_Creditors, Paris_Club, FC_Bank_Loans, LC_Debt",1980,2005,13422.60113,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Vietnam - 2008,Emerging/frontier markets; Vietnam in default with Other_Official_Creditors,2008,2008,0.704,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Vietnam - 2010,"Emerging/frontier markets; Vietnam in default with Other_Official_Creditors, Private_Creditors",2010,2021,41.3619957,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Yemen - 1973,"Other developing countries; Yemen in default with Other_Official_Creditors, Private_Creditors, FC_Bank_Loans, Paris_Club, China",1973,2021,3230.639786,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Yugoslavia - 1961,"Other developing countries; Yugoslavia in default with FC_Bonds, IMF, Other_Official_Creditors",1961,1968,595.413,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Yugoslavia - 1970,Other developing countries; Yugoslavia in default with Private_Creditors,1970,1970,0.7,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Yugoslavia - 1982,"Other developing countries; Yugoslavia in default with Other_Official_Creditors, FC_Bank_Loans, Paris_Club, Private_Creditors, IMF, FC_Bonds",1982,1992,7849.5,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Zambia - 1975,"HIPC countries; Zambia in default with Other_Official_Creditors, Private_Creditors, IMF, Paris_Club, FC_Bank_Loans, IBRD, IDA, China, FC_Bonds",1975,2021,7244.736,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Zimbabwe - 1965,"Other developing countries; Zimbabwe in default with FC_Bonds, Other_Official_Creditors, Private_Creditors",1965,1981,257.3480799,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
Sovereign Debt Defaults,Zimbabwe - 1985,"Other developing countries; Zimbabwe in default with Private_Creditors, Other_Official_Creditors, Paris_Club, IMF, IBRD, IDA, LC_Debt, China, FC_Bonds",1985,2021,7322,https://www.bankofcanada.ca/2022/08/staff-analytical-note-2022-11/,2023-03-30
