Category ID,Category,Event,Event description,Timepoint start,Timepoint end,Quantity outcome 1,Reference/link to data,Accessed on
G1,List of UN Member States,2007,Number of UN member states in 2007,2007-01-01,2007-12-31,192,https://www.un.org/en/about-us/growth-in-un-membership,2022-02-26
G1,List of UN Member States,2008,Number of UN member states in 2008,2008-01-01,2008-12-31,192,https://www.un.org/en/about-us/growth-in-un-membership,2022-02-26
G1,List of UN Member States,2009,Number of UN member states in 2009,2009-01-01,2009-12-31,192,https://www.un.org/en/about-us/growth-in-un-membership,2022-02-26
G1,List of UN Member States,2010,Number of UN member states in 2010,2010-01-01,2010-12-31,192,https://www.un.org/en/about-us/growth-in-un-membership,2022-02-26
G1,List of UN Member States,2011,Number of UN member states in 2011,2011-01-01,2011-12-31,193,https://www.un.org/en/about-us/growth-in-un-membership,2022-02-26
G1,List of UN Member States,2012,Number of UN member states in 2012,2012-01-01,2012-12-31,193,https://www.un.org/en/about-us/growth-in-un-membership,2022-02-26
G1,List of UN Member States,2013,Number of UN member states in 2013,2013-01-01,2013-12-31,193,https://www.un.org/en/about-us/growth-in-un-membership,2022-02-26
G1,List of UN Member States,2014,Number of UN member states in 2014,2014-01-01,2014-12-31,193,https://www.un.org/en/about-us/growth-in-un-membership,2022-02-26
G1,List of UN Member States,2015,Number of UN member states in 2015,2015-01-01,2015-12-31,193,https://www.un.org/en/about-us/growth-in-un-membership,2022-02-26
G1,List of UN Member States,2016,Number of UN member states in 2016,2016-01-01,2016-12-31,193,https://www.un.org/en/about-us/growth-in-un-membership,2022-02-26
G1,List of UN Member States,2017,Number of UN member states in 2017,2017-01-01,2017-12-31,193,https://www.un.org/en/about-us/growth-in-un-membership,2022-02-26
G1,List of UN Member States,2018,Number of UN member states in 2018,2018-01-01,2018-12-31,193,https://www.un.org/en/about-us/growth-in-un-membership,2022-02-26
G1,List of UN Member States,2019,Number of UN member states in 2019,2019-01-01,2019-12-31,193,https://www.un.org/en/about-us/growth-in-un-membership,2022-02-26
G1,List of UN Member States,2020,Number of UN member states in 2020,2020-01-01,2020-12-31,193,https://www.un.org/en/about-us/growth-in-un-membership,2022-02-26
G1,List of UN Member States,2021,Number of UN member states in 2021,2021-01-01,2021-12-31,193,https://www.un.org/en/about-us/growth-in-un-membership,2022-02-26
G1,List of UN Member States,2022,Number of UN member states in 2022,2022-01-01,2022-12-31,193,https://www.un.org/en/about-us/growth-in-un-membership,2022-02-26
G1,List of UN Member States,2023,Number of UN member states in 2023,2023-01-01,2023-12-31,193,https://www.un.org/en/about-us/growth-in-un-membership,2022-02-26
