Category ID,Category,Event,Event description,Timepoint start,Timepoint end,Quantity outcome 1,Reference/link to data,Accessed on
G82,International refugee population,# of Refugees in 2011,# of Refugees in 2011,2011-01-01,2011-12-31,10403937,UNHCR. Refugee Data Finder. https://www.unhcr.org/refugee-statistics/download/,2023-07-02
G82,International refugee population,# of Refugees in 2012,# of Refugees in 2012,2012-01-01,2012-12-31,10497017,UNHCR. Refugee Data Finder. https://www.unhcr.org/refugee-statistics/download/,2023-07-02
G82,International refugee population,# of Refugees in 2013,# of Refugees in 2013,2013-01-01,2013-12-31,11698233,UNHCR. Refugee Data Finder. https://www.unhcr.org/refugee-statistics/download/,2023-07-02
G82,International refugee population,# of Refugees in 2014,# of Refugees in 2014,2014-01-01,2014-12-31,14384289,UNHCR. Refugee Data Finder. https://www.unhcr.org/refugee-statistics/download/,2023-07-02
G82,International refugee population,# of Refugees in 2015,# of Refugees in 2015,2015-01-01,2015-12-31,16110276,UNHCR. Refugee Data Finder. https://www.unhcr.org/refugee-statistics/download/,2023-07-02
G82,International refugee population,# of Refugees in 2016,# of Refugees in 2016,2016-01-01,2016-12-31,17184286,UNHCR. Refugee Data Finder. https://www.unhcr.org/refugee-statistics/download/,2023-07-02
G82,International refugee population,# of Refugees in 2017,# of Refugees in 2017,2017-01-01,2017-12-31,19940566,UNHCR. Refugee Data Finder. https://www.unhcr.org/refugee-statistics/download/,2023-07-02
G82,International refugee population,# of Refugees in 2018,# of Refugees in 2018,2018-01-01,2018-12-31,20359553,UNHCR. Refugee Data Finder. https://www.unhcr.org/refugee-statistics/download/,2023-07-02
G82,International refugee population,# of Refugees in 2019,# of Refugees in 2019,2019-01-01,2019-12-31,20414669,UNHCR. Refugee Data Finder. https://www.unhcr.org/refugee-statistics/download/,2023-07-02
G82,International refugee population,# of Refugees in 2020,# of Refugees in 2020,2020-01-01,2020-12-31,20661846,UNHCR. Refugee Data Finder. https://www.unhcr.org/refugee-statistics/download/,2023-07-02
G82,International refugee population,# of Refugees in 2021,# of Refugees in 2021,2021-01-01,2021-12-31,21327285,UNHCR. Refugee Data Finder. https://www.unhcr.org/refugee-statistics/download/,2023-07-02
G82,International refugee population,# of Refugees in 2022,# of Refugees in 2022,2022-01-01,2022-12-31,29413033,UNHCR. Refugee Data Finder. https://www.unhcr.org/refugee-statistics/download/,2023-07-02
