Category,Event,Event description,Timepoint start,Timepoint end,Quantity outcome 1,Reference/link to data,Accessed on
List of tsunamis,ITALY-EASTERN SICILY: 13/12/1990 00:24:25.7,Earthquake mag: 5.3; Max water height (m): 0.1; Magnitude (Iida): NADeaths: NA,1990-12-13,1990-12-13,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,TAIWAN-TAIWAN: 13/12/1990 19:50:17.8,Earthquake mag: 6.3; Max water height (m): 0.04; Magnitude (Iida): NADeaths: NA,1990-12-13,1990-12-13,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,GREECE-EAST AEGEAN SEA: 04/01/1991 NA:NA:NA,Earthquake mag: NA; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1991-01-04,1991-01-04,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,SOLOMON ISLANDS-SOLOMON ISLANDS: 09/02/1991 16:18:58.3,Earthquake mag: 6.9; Max water height (m): 0.02; Magnitude (Iida): -3.3Deaths: NA,1991-02-09,1991-02-09,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,RUSSIA-N. KURIL ISLANDS: 16/02/1991 01:23:40.4,Earthquake mag: 5.7; Max water height (m): 0.1; Magnitude (Iida): -3.3Deaths: NA,1991-02-16,1991-02-16,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"USA-BERING SEA, AK: 21/02/1991 02:35:34",Earthquake mag: 6.7; Max water height (m): 0.15; Magnitude (Iida): -1.7Deaths: NA,1991-02-21,1991-02-21,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"COSTA RICA-LIMON, PANDORA: 22/04/1991 21:56:51.8",Earthquake mag: 7.6; Max water height (m): 3; Magnitude (Iida): 1Deaths: 3,1991-04-22,1991-04-22,30,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,GREECE-EAST AEGEAN SEA: 07/05/1991 NA:NA:NA,Earthquake mag: NA; Max water height (m): 0.5; Magnitude (Iida): -3.3Deaths: NA,1991-05-07,1991-05-07,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,SOLOMON ISLANDS-SOLOMON ISLANDS: 14/10/1991 15:58:12.7,Earthquake mag: 7.2; Max water height (m): 0.15; Magnitude (Iida): -3.3Deaths: NA,1991-10-14,1991-10-14,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,CHINA-AOSHAN: NA/11/1991 NA:NA:NA,Earthquake mag: NA; Max water height (m): 3; Magnitude (Iida): NADeaths: NA,,,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,RUSSIA-S. KURIL ISLANDS: 22/12/1991 08:43:13.4,Earthquake mag: 7.6; Max water height (m): 0.52; Magnitude (Iida): NADeaths: NA,1991-12-22,1991-12-22,6,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,CHINA-SOUTH CHINA SEA: 05/01/1992 06:NA:NA,Earthquake mag: 3.7; Max water height (m): 0.8; Magnitude (Iida): -0.3Deaths: NA,1992-01-05,1992-01-05,5,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"USA-CAPE MENDOCINO, N. CALIFORNIA: 25/04/1992 18:06:4.2",Earthquake mag: 7.2; Max water height (m): 1.8; Magnitude (Iida): 0.8Deaths: NA,1992-04-25,1992-04-25,14,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PHILIPPINES-PHILIPPINES: 17/05/1992 10:15:31.3,Earthquake mag: 7.3; Max water height (m): 6; Magnitude (Iida): NADeaths: NA,1992-05-17,1992-05-17,3,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,SOLOMON ISLANDS-SANTA CRUZ ISLANDS: 27/05/1992 05:13:38.8,Earthquake mag: 7.1; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1992-05-27,1992-05-27,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"USA-DAYTONA BEACH, FL: 03/07/1992 NA:NA:NA",Earthquake mag: NA; Max water height (m): 3; Magnitude (Iida): NADeaths: NA,1992-07-03,1992-07-03,4,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-HONSHU ISLAND: 18/07/1992 08:36:58.7,Earthquake mag: 7; Max water height (m): 0.3; Magnitude (Iida): -2.3Deaths: NA,1992-07-18,1992-07-18,4,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-HONSHU: 11/08/1992 15:14:55.1,Earthquake mag: 6.3; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1992-08-11,1992-08-11,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,NICARAGUA-NICARAGUA: 02/09/1992 00:16:3.3,Earthquake mag: 7.6; Max water height (m): 9.9; Magnitude (Iida): 3.3Deaths: 170,1992-09-02,1992-09-02,81,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,INDONESIA-FLORES SEA: 12/12/1992 05:29:26.3,Earthquake mag: 7.8; Max water height (m): 26.2; Magnitude (Iida): 4.7Deaths: 1169,1992-12-12,1992-12-12,111,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-HONSHU ISLAND: 07/02/1993 13:27:42,Earthquake mag: 6.3; Max water height (m): 0.5; Magnitude (Iida): -1Deaths: NA,1993-02-07,1993-02-07,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,WALLIS AND FUTUNA (FRENCH TERRITORY)-FUTUNA: 12/03/1993 14:01:35.4,Earthquake mag: 6.4; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1993-03-12,1993-03-12,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,RUSSIA-KAMCHATKA: 08/06/1993 13:03:36.4,Earthquake mag: 7.5; Max water height (m): 0.1; Magnitude (Iida): -1Deaths: NA,1993-06-08,1993-06-08,6,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,NEW ZEALAND-KERMADEC ISLANDS: 18/06/1993 11:52:54.8,Earthquake mag: 6.6; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1993-06-18,1993-06-18,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-SEA OF JAPAN: 12/07/1993 13:17:11.9,Earthquake mag: 7.7; Max water height (m): 32; Magnitude (Iida): 5Deaths: 208,1993-07-12,1993-07-12,196,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-JAPAN: 07/08/1993 19:42:41.9,Earthquake mag: 6.3; Max water height (m): 0.16; Magnitude (Iida): NADeaths: NA,1993-08-07,1993-08-07,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"USA TERRITORY-GUAM, MARIANA ISLANDS: 08/08/1993 08:34:24.9",Earthquake mag: 7.8; Max water height (m): 2.4; Magnitude (Iida): -1Deaths: NA,1993-08-08,1993-08-08,48,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,RUSSIA-KAMCHATKA: 13/11/1993 01:18:4.1,Earthquake mag: 7; Max water height (m): 0.05; Magnitude (Iida): -3.3Deaths: NA,1993-11-13,1993-11-13,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"USA-COREA HARBOR, MAINE: 04/01/1994 NA:NA:NA",Earthquake mag: NA; Max water height (m): 1.5; Magnitude (Iida): NADeaths: NA,1994-01-04,1994-01-04,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"USA-WEST COAST, USA: 17/01/1994 12:30:55.3",Earthquake mag: 6.7; Max water height (m): 0.1; Magnitude (Iida): -3.3Deaths: NA,1994-01-17,1994-01-17,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,INDONESIA-HALMAHERA: 21/01/1994 02:24:29.9,Earthquake mag: 7; Max water height (m): 2; Magnitude (Iida): 1Deaths: NA,1994-01-21,1994-01-21,3,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,INDONESIA-SOUTHERN SUMATRA: 15/02/1994 17:07:43.8,Earthquake mag: 6.9; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1994-02-15,1994-02-15,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-HOKKAIDO ISLAND: 08/04/1994 01:10:40.8,Earthquake mag: 6.4; Max water height (m): 0.11; Magnitude (Iida): -2.3Deaths: NA,1994-04-08,1994-04-08,3,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,NORWAY-WESTERN NORWAY: 28/04/1994 11:30:NA,Earthquake mag: NA; Max water height (m): 4; Magnitude (Iida): NADeaths: NA,1994-04-28,1994-04-28,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,TAIWAN-TAIWAN: 24/05/1994 04:00:42.1,Earthquake mag: 6.5; Max water height (m): 0.02; Magnitude (Iida): NADeaths: NA,1994-05-24,1994-05-24,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,INDONESIA-SOUTH OF JAVA: 02/06/1994 18:17:34,Earthquake mag: 7.8; Max water height (m): 13.9; Magnitude (Iida): 3.7Deaths: 238,1994-06-02,1994-06-02,74,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,INDONESIA-SOUTH OF JAVA: 03/06/1994 21:06:59.8,Earthquake mag: 6.6; Max water height (m): 3.7; Magnitude (Iida): NADeaths: NA,1994-06-03,1994-06-03,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,INDONESIA-SOUTH OF JAVA: 04/06/1994 00:57:50.6,Earthquake mag: 6.5; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1994-06-04,1994-06-04,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,INDONESIA-SOUTH OF JAVA: 05/06/1994 01:45:2.7,Earthquake mag: 6.1; Max water height (m): 3; Magnitude (Iida): NADeaths: NA,1994-06-05,1994-06-05,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,USA-N. CALIFORNIA: 01/09/1994 15:15:53,Earthquake mag: 7; Max water height (m): 0.07; Magnitude (Iida): -3.3Deaths: NA,1994-09-01,1994-09-01,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,TAIWAN-TAIWAN STRAIT: 16/09/1994 06:20:18.7,Earthquake mag: 6.7; Max water height (m): 0.24; Magnitude (Iida): NADeaths: NA,1994-09-16,1994-09-16,3,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PAPUA NEW GUINEA-PAPUA NEW GUINEA: 19/09/1994 NA:NA:NA,Earthquake mag: NA; Max water height (m): 3; Magnitude (Iida): 1.2Deaths: NA,1994-09-19,1994-09-19,3,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,RUSSIA-S. KURIL ISLANDS: 04/10/1994 13:22:55.8,Earthquake mag: 8.3; Max water height (m): 10.4; Magnitude (Iida): 2.3Deaths: NA,1994-10-04,1994-10-04,118,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,INDONESIA-HALMAHERA: 08/10/1994 21:44:7.2,Earthquake mag: 6.8; Max water height (m): 3; Magnitude (Iida): 1.6Deaths: 1,1994-10-08,1994-10-08,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,RUSSIA-S. KURIL ISLANDS: 09/10/1994 07:55:39.5,Earthquake mag: 7.3; Max water height (m): 0.2; Magnitude (Iida): -3.3Deaths: NA,1994-10-09,1994-10-09,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"USA-SKAGWAY, AK: 04/11/1994 04:12:NA",Earthquake mag: NA; Max water height (m): 9; Magnitude (Iida): 3.5Deaths: 1,1994-11-04,1994-11-04,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PHILIPPINES-PHILIPPINE ISLANDS: 14/11/1994 19:15:30.6,Earthquake mag: 7.1; Max water height (m): 7.3; Magnitude (Iida): 2.9Deaths: 81,1994-11-14,1994-11-14,56,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"JAPAN-TOHUKU, JAPAN: 28/12/1994 12:19:23",Earthquake mag: 7.8; Max water height (m): 0.53; Magnitude (Iida): NADeaths: NA,1994-12-28,1994-12-28,13,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,RUSSIA-KERCH STRAIT: NA/NA/1994 NA:NA:NA,Earthquake mag: NA; Max water height (m): 0.5; Magnitude (Iida): NADeaths: NA,,,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"JAPAN-KOBE, JAPAN: 16/01/1995 20:46:53.6",Earthquake mag: 6.9; Max water height (m): 0.34; Magnitude (Iida): -2.3Deaths: NA,1995-01-16,1995-01-16,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,SAMOA-SAMOA ISLANDS: 07/04/1995 22:06:56.8,Earthquake mag: 7.4; Max water height (m): 0.09; Magnitude (Iida): -1.7Deaths: NA,1995-04-07,1995-04-07,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PHILIPPINES-SAMAR ISLAND: 21/04/1995 00:34:46,Earthquake mag: 7.2; Max water height (m): 0.2; Magnitude (Iida): -3.3Deaths: NA,1995-04-21,1995-04-21,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PHILIPPINES-SAMAR ISLAND: 21/04/1995 05:17:1.3,Earthquake mag: 6.8; Max water height (m): 0.2; Magnitude (Iida): -2.3Deaths: NA,1995-04-21,1995-04-21,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,GREECE-GREECE: 13/05/1995 08:47:12.7,Earthquake mag: 6.6; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1995-05-13,1995-05-13,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,INDONESIA-TIMOR SEA: 14/05/1995 11:33:21.1,Earthquake mag: 6.9; Max water height (m): 4; Magnitude (Iida): 2Deaths: 11,1995-05-14,1995-05-14,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,NEW CALEDONIA-LOYALTY ISLANDS: 16/05/1995 20:12:44.2,Earthquake mag: 7.7; Max water height (m): 0.5; Magnitude (Iida): -1.3Deaths: NA,1995-05-16,1995-05-16,9,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,RUSSIA-SAKHALIN ISLAND: 27/05/1995 13:03:52.6,Earthquake mag: 7.1; Max water height (m): 0.1; Magnitude (Iida): -2.3Deaths: NA,1995-05-27,1995-05-27,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,GREECE-GULF OF CORINTH: AIYION: 15/06/1995 00:15:48.7,Earthquake mag: 6.5; Max water height (m): 1; Magnitude (Iida): -1Deaths: NA,1995-06-15,1995-06-15,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,CHILE-NORTHERN CHILE: 30/07/1995 05:11:23.6,Earthquake mag: 8; Max water height (m): 3; Magnitude (Iida): 1.6Deaths: NA,1995-07-30,1995-07-30,91,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PAPUA NEW GUINEA-SOLOMON SEA: 16/08/1995 10:27:28.6,Earthquake mag: 7.7; Max water height (m): 0.28; Magnitude (Iida): -1Deaths: NA,1995-08-16,1995-08-16,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,MEXICO-S. MEXICO: 14/09/1995 14:04:31.4,Earthquake mag: 7.4; Max water height (m): 0.4; Magnitude (Iida): -1.3Deaths: NA,1995-09-14,1995-09-14,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,MEXICO-S. MEXICO: 09/10/1995 15:35:53.9,Earthquake mag: 8; Max water height (m): 11; Magnitude (Iida): 2.3Deaths: 1,1995-10-09,1995-10-09,34,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-RYUKYU ISLANDS: 18/10/1995 10:37:26.3,Earthquake mag: 7.1; Max water height (m): 2.59; Magnitude (Iida): 0.8Deaths: NA,1995-10-18,1995-10-18,42,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-RYUKYU ISLANDS: 19/10/1995 02:41:36.1,Earthquake mag: 6.8; Max water height (m): 1.5; Magnitude (Iida): 0.6Deaths: NA,1995-10-19,1995-10-19,16,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,CHILE-NORTHERN CHILE: 01/11/1995 00:35:32.7,Earthquake mag: 6.7; Max water height (m): 0.07; Magnitude (Iida): -3.3Deaths: NA,1995-11-01,1995-11-01,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,EGYPT-GULF OF ELAT-AQABA: 22/11/1995 04:15:11.9,Earthquake mag: 7.2; Max water height (m): 4; Magnitude (Iida): NADeaths: NA,1995-11-22,1995-11-22,7,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,RUSSIA-S. KURIL ISLANDS: 03/12/1995 18:01:8.9,Earthquake mag: 7.9; Max water height (m): 1.1; Magnitude (Iida): 0.1Deaths: NA,1995-12-03,1995-12-03,37,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,INDONESIA-SULAWESI: 01/01/1996 08:05:10.8,Earthquake mag: 7.9; Max water height (m): 3.43; Magnitude (Iida): 2.3Deaths: 9,1996-01-01,1996-01-01,16,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,GREECE-W. CORINTH GULF: 01/01/1996 NA:NA:NA,Earthquake mag: NA; Max water height (m): 2; Magnitude (Iida): NADeaths: NA,1996-01-01,1996-01-01,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"RUSSIA-KARYMSKOYE, KAMCHATKA, RUSSIA: 02/01/1996 15:40:NA",Earthquake mag: NA; Max water height (m): 30; Magnitude (Iida): NADeaths: NA,1996-01-02,1996-01-02,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,INDONESIA-IRIAN JAYA: 17/02/1996 05:59:30.5,Earthquake mag: 8.2; Max water height (m): 7.7; Magnitude (Iida): 2.9Deaths: 110,1996-02-17,1996-02-17,115,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PERU-N. PERU: 21/02/1996 12:51:1.3,Earthquake mag: 7.5; Max water height (m): 5.04; Magnitude (Iida): 2.3Deaths: 12,1996-02-21,1996-02-21,59,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,MEXICO-MEXICO: 25/02/1996 03:08:15.8,Earthquake mag: 7.1; Max water height (m): 0.1; Magnitude (Iida): -3.3Deaths: NA,1996-02-25,1996-02-25,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,SWITZERLAND-LAKE BRIENZ: 24/04/1996 08:00:NA,Earthquake mag: NA; Max water height (m): 0.5; Magnitude (Iida): NADeaths: NA,1996-04-24,1996-04-24,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"USA-ANDREANOF ISLANDS, AK: 10/06/1996 04:03:35.4",Earthquake mag: 7.9; Max water height (m): 0.51; Magnitude (Iida): NADeaths: NA,1996-06-10,1996-06-10,64,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"USA-ANDREANOF ISLANDS, AK: 10/06/1996 15:24:56",Earthquake mag: 7.3; Max water height (m): 0.18; Magnitude (Iida): -3.3Deaths: NA,1996-06-10,1996-06-10,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-HONSHU ISLAND: 04/09/1996 18:16:1.9,Earthquake mag: 5.7; Max water height (m): 0.3; Magnitude (Iida): -2.3Deaths: NA,1996-09-04,1996-09-04,14,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,CHILE-EASTER ISLAND REGION: 05/09/1996 08:14:14.4,Earthquake mag: 6.9; Max water height (m): 0.09; Magnitude (Iida): -3.3Deaths: NA,1996-09-05,1996-09-05,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,TAIWAN-TAIWAN REGION: 05/09/1996 23:42:06,Earthquake mag: 6.8; Max water height (m): 0.11; Magnitude (Iida): NADeaths: NA,1996-09-05,1996-09-05,3,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-KYUSHU ISLAND: 18/10/1996 10:50:20.8,Earthquake mag: 6.6; Max water height (m): 0.2; Magnitude (Iida): -2.3Deaths: NA,1996-10-18,1996-10-18,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-KYUSHU ISLAND: 19/10/1996 14:44:40.7,Earthquake mag: 6.7; Max water height (m): 0.55; Magnitude (Iida): 0.1Deaths: NA,1996-10-19,1996-10-19,6,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PERU-S. PERU: 12/11/1996 16:59:44,Earthquake mag: 7.7; Max water height (m): 0.4; Magnitude (Iida): -1.7Deaths: NA,1996-11-12,1996-11-12,3,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-SEA OF JAPAN: 02/12/1996 22:17:59.2,Earthquake mag: 6.7; Max water height (m): 0.2; Magnitude (Iida): -2.3Deaths: NA,1996-12-02,1996-12-02,4,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,NEW CALEDONIA-NEW CALEDONIA: 12/03/1997 NA:NA:NA,Earthquake mag: NA; Max water height (m): 2; Magnitude (Iida): NADeaths: NA,1997-03-12,1997-03-12,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,HONDURAS-GULF OF FONSECA: 10/04/1997 NA:NA:NA,Earthquake mag: NA; Max water height (m): 15; Magnitude (Iida): NADeaths: NA,1997-04-10,1997-04-10,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,AUSTRALIA-NORFOLK ISLAND: 18/04/1997 NA:NA:NA,Earthquake mag: NA; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1997-04-18,1997-04-18,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,SOLOMON ISLANDS-SANTA CRUZ IS. VANUATU: 21/04/1997 12:02:26.4,Earthquake mag: 7.7; Max water height (m): 3; Magnitude (Iida): -2.3Deaths: NA,1997-04-21,1997-04-21,41,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,VENEZUELA-CARIACO-CUMANA: 09/07/1997 19:24:13.1,Earthquake mag: 7; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1997-07-09,1997-07-09,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-S. OF HONSHU ISLAND: 30/09/1997 06:27:24.7,Earthquake mag: 6.2; Max water height (m): 0.03; Magnitude (Iida): NADeaths: NA,1997-09-30,1997-09-30,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,TONGA-TONGA ISLANDS: 14/10/1997 09:53:18.1,Earthquake mag: 7.7; Max water height (m): 0.1; Magnitude (Iida): NADeaths: NA,1997-10-14,1997-10-14,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,RUSSIA-KAMCHATKA: 05/12/1997 11:26:54.6,Earthquake mag: 7.8; Max water height (m): 8; Magnitude (Iida): 0.6Deaths: NA,1997-12-05,1997-12-05,18,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,RUSSIA-KAMCHATKA: 14/12/1997 03:30:NA,Earthquake mag: NA; Max water height (m): 8; Magnitude (Iida): 3Deaths: NA,1997-12-14,1997-12-14,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,MONTSERRAT-WHITE RIVER VALLEY: 26/12/1997 08:NA:NA,Earthquake mag: NA; Max water height (m): 3; Magnitude (Iida): NADeaths: NA,1997-12-26,1997-12-26,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,NORWAY-WESTERN NORWAY: 19/03/1998 18:30:NA,Earthquake mag: NA; Max water height (m): 6; Magnitude (Iida): NADeaths: NA,1998-03-19,1998-03-19,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,ANTARCTICA-BALLENY ISLANDS: 25/03/1998 03:12:25,Earthquake mag: 8.1; Max water height (m): 0.01; Magnitude (Iida): NADeaths: NA,1998-03-25,1998-03-25,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,TAIWAN-TAIWAN:  SOUTHEAST OF: 03/05/1998 23:30:21.9,Earthquake mag: 7.5; Max water height (m): 0.13; Magnitude (Iida): NADeaths: NA,1998-05-03,1998-05-03,15,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-SANRIKU: 30/05/1998 18:18:15,Earthquake mag: 6.2; Max water height (m): 0.01; Magnitude (Iida): NADeaths: NA,1998-05-30,1998-05-30,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PAPUA NEW GUINEA-PAPUA NEW GUINEA: 17/07/1998 08:49:16.1,Earthquake mag: 7; Max water height (m): 15.03; Magnitude (Iida): NADeaths: 1636,1998-07-17,1998-07-17,93,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,INDONESIA-TALIABU ISLAND: 29/11/1998 14:10:31.9,Earthquake mag: 7.7; Max water height (m): 2.75; Magnitude (Iida): NADeaths: NA,1998-11-29,1998-11-29,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,MONTSERRAT-SOUFRIERE HILLS VOLCANO: 20/01/1999 NA:NA:NA,Earthquake mag: NA; Max water height (m): 2; Magnitude (Iida): NADeaths: NA,1999-01-20,1999-01-20,3,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"TURKEY-KOCAELI, TURKEY: 17/08/1999 00:01:39.1",Earthquake mag: 7.6; Max water height (m): 2.52; Magnitude (Iida): NADeaths: 155,1999-08-17,1999-08-17,26,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,FRENCH POLYNESIA-FATU HIVA: 13/09/1999 NA:NA:NA,Earthquake mag: NA; Max water height (m): 8; Magnitude (Iida): NADeaths: NA,1999-09-13,1999-09-13,9,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,VANUATU-VANUATU ISLANDS: 26/11/1999 13:21:15.5,Earthquake mag: 7.5; Max water height (m): 6.6; Magnitude (Iida): NADeaths: 5,1999-11-26,1999-11-26,53,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"PHILIPPINES-TAWI-TAWI, PHILIPPINES: 26/01/2000 NA:NA:NA",Earthquake mag: NA; Max water height (m): 20; Magnitude (Iida): NADeaths: NA,2000-01-26,2000-01-26,4,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,GREECE-CRETE: 05/04/2000 04:36:59.8,Earthquake mag: 5.5; Max water height (m): 0.5; Magnitude (Iida): NADeaths: NA,2000-04-05,2000-04-05,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,INDONESIA-SULAWESI: 04/05/2000 04:21:16.2,Earthquake mag: 7.6; Max water height (m): 6; Magnitude (Iida): NADeaths: NA,2000-05-04,2000-05-04,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,AUSTRALIA-SOUTH INDIAN OCEAN: 18/06/2000 14:44:13.3,Earthquake mag: 7.9; Max water height (m): 0.3; Magnitude (Iida): NADeaths: NA,2000-06-18,2000-06-18,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"JAPAN-KOZU-SHIMA ISLAND, HONSHU: 01/07/2000 07:01:55.5",Earthquake mag: 6.1; Max water height (m): 0.07; Magnitude (Iida): NADeaths: NA,2000-07-01,2000-07-01,4,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-HONSHU: S COAST: 15/07/2000 01:30:30.5,Earthquake mag: 6.1; Max water height (m): 0.07; Magnitude (Iida): NADeaths: NA,2000-07-15,2000-07-15,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-HONSHU: S COAST: 30/07/2000 12:25:45.5,Earthquake mag: 6.5; Max water height (m): 0.14; Magnitude (Iida): NADeaths: NA,2000-07-30,2000-07-30,1,DOI:10.7289/V5PN93H7,2023-02-02
