Category,Event,Event description,Timepoint start,Timepoint end,Quantity outcome 1,Reference/link to data,Accessed on
Major oil spills,Ashland oil spill,"Location: United States, Floreffe, Pennsylvania, Owner: Ashland Oil Company",1988-01-02,,10000,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Cabo Pilar,"Location: Chile, Punta Davis, Strait of Magellan, Owner: NA",1987-10-08,,6200,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Ship grounding,"Location: United States, St Johns River mouth, Florida, Owner: NA",February 1987,,346,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Amazon Venture oil spill,"Location: United States, Port of Savannah, Georgia, Owner: Calluna Maritime Corporation",1986-12-04,,1623.38,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Tanker Barge Apex Houston,"Location: United States, California Coast from Marin County to Big Sur, San Francisco, California, Owner: Apex Towing Company",1986-01-28,,98,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Nova,"Location: Iran, Gulf of Iran, Kharg Island, Owner: NA",1985-12-06,,70000,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Grand Eagle,"Location: United States, Delaware River, Marcus Hook, Pennsylvania, Owner: NA",1985-09-28,,1400,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Coral Sea / Napo collision,"Location: Cuba, Owner: NA",1985-04-11,,,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Puerto Rican,"Location: United States, Golden Gate, San Francisco, California, Owner: NA",1984-10-31,,4093,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Alvenus,"Location: United States, Calcasieu Channel, Louisiana, Owner: NA",1984-07-30,,9160,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,SS Mobil Oil,"Location: United States, Columbia River, Longview, Washington, Owner: NA",1984-03-19,,600,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Castillo de Bellver,"Location: South Africa, Saldanha Bay, Owner: NA",1983-08-06,,252000,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Nowruz Field Platform,"Location: Iran, Persian Gulf, Owner: NA",1983-02-04,,260000,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Globe Asimi [lt],"Location: Soviet Union, Lithuanian SSR, Klaipėda, Owner: Cantabria Shipping Ltd",1981-11-21,,17000,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Druzhba pipeline,"Location: Czechoslovakia, Bartoušov, Owner: NA",1980-11-03,,6000,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Production Well D-103,"Location: Libya, Tripoli, Owner: NA",1980-08-01,,140000,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Tanio oil spill,"Location: France, Brittany, Owner: NA",1980-03-07,,13500,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Irenes Serenade,"Location: Greece, Pylos, Owner: NA",1980-02-23,,1e+05,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,MT Independenţa,"Location: Turkey, Bosphorus, Owner: NA",1979-11-15,,95000,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Burmah Agate,"Location: United States, Galveston Bay, Texas, Owner: NA",1979-11-01,,8440,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Aphrodite,"Location: Port Stanvac, South Australia, Owner: NA",1979-07-20,,,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Atlantic Empress / Aegean Captain,"Location: Trinidad and Tobago, Owner: NA",1979-07-19,,287000,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Ixtoc I oil spill,"Location: Mexico, Bay of Campeche, Gulf of Mexico, Owner: Pemex",1979-06-03,1980-03-23,467000,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Betelgeuse,"Location: Ireland, Bantry Bay, Owner: NA",1979-01-08,,64000,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Peck Slip Spill,"Location: Puerto Rico, Cabo San Juan, Puerto Rico, Owner: Sun Oil Company",1978-12-19,,1550,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Cabo Tamar,"Location: Chile, San Vincente Bay, Owner: NA",1978-06-07,,12500,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Amoco Cadiz,"Location: France, Brittany, Owner: Amoco",1978-03-16,,225000,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Trans-Alaska Pipeline sabotage by explosives,"Location: United States, Alaska, Owner: NA",1978-02-15,,2162,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Brazilian Marina,"Location: Brazil, Sao Sebastiao Channel, São Paulo, Owner: NA",1978-01-09,,10039,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Venpet-Venoil collision,"Location: South Africa, Cape St. Francis, Owner: Bethlehem Steel Corporation",1977-12-16,,28550,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Unknown ship,"Location: United States, Key Largo, Florida, Owner: NA",1977-05-01,,,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Ekofisk oil field,"Location: Norway, North Sea, Owner: NA",1977-04-22,,27600,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,MV Hawaiian Patriot,"Location: United States, 300 nmi (560 km; 350 mi) off Honolulu, Hawaii, Owner: NA",1977-02-26,,95000,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Borag,"Location: Taiwan, Northern coast, Owner: NA",1977-02-07,,34000,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Argo Merchant,"Location: United States, Nantucket Island, Massachusetts, Owner: NA",1976-12-15,,26500,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,NEPCO 140,"Location: United States, Saint Lawrence River, Owner: NA",1976-06-23,,1000,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Urquiola,"Location: Spain, A Coruña, Owner: NA",1976-05-12,,1e+05,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,St. Peter,"Location: Colombia, Cabo Manglares, Owner: NA",1976-02-05,,38056,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Niger Delta,"Location: Nigeria, Niger Delta, Owner: Royal Dutch Shell",1976,1996,293000,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Olympic Bravery,"Location: France, Ushant, Owner: Onassis",1976-01-24,,900,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Epic Colocotronis Spill,"Location: Puerto Rico, Rincon, Puerto Rico, Owner: Colocotronis brothers of Greece and Great Britain",1975-05-13,,61000,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Tarik Ibn Ziyad,"Location: Brazil, Sao Sebastiao terminal, Santos, Owner: NA",1975-03-26,,15000,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Liberian tanker,"Location: United States, Florida, Owner: NA",1975,,135,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Corinthos,"Location: United States, Delaware River, Marcus Hook, Pennsylvania, Owner: NA",1975-01-31,,36000,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Jakob Maersk,"Location: Portugal, Oporto, Owner: NA",1975-01-29,,88000,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Afran Zodiac,"Location: Ireland, Bantry Bay, Owner: NA",1975-01-10,,451,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,VLCC Metula,"Location: Chile, Strait of Magellan, Owner: NA",1974-08-09,,50500,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Oriental Pioneer,"Location: South Africa, Struisbaai, Owner: NA",1974-07-22,,200,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Jawachta,"Location: Sweden, Smygehuk, Owner: NA",1973-12-20,,9500,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Trinimar Marine Well 327,"Location: Venezuela, Gulf of Paria, Owner: NA",1973-08-08,,1091,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Napier,"Location: Chile, Guamblin Island, Owner: NA",June 1973,,30000,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,S.S. Zoe Colocotronis Spill,"Location: Puerto Rico, Lajas, Puerto Rico, Owner: Colocotronis brothers of Greece and Great Britain",1973-03-18,,5170,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Irish Stardust,"Location: Canada, Vancouver Island, British Columbia, Owner: NA",January 1973,,450,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Sea Star,"Location: Iran, Gulf of Oman, Owner: Samyang Navigation",1972-12-19,,115000,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Oswego-Guardian / Texanita collision,"Location: South Africa, Stilbaai, Owner: NA",1972-08-21,,10000,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Texaco Denmark,"Location: Belgium, North Sea, Owner: NA",1971-12-07,,107000,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Navy tanker Towle,"Location: United States, New York City, New York, Gravesend Bay, Owner: NA",1971-07-14,,123,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Texaco Oklahoma,"Location: United States, Owner: NA",1971-03-27,,28600,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Trinity Navigator,"Location: United Kingdom, Devon, Owner: NA",1971-03-02,,,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Wafra,"Location: South Africa, Cape Agulhas, Owner: NA",1971-02-21,,27000,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Arizona Standard / Oregon Standard collision,"Location: United States, San Francisco Bay, Owner: NA",1971-01-17,,2700,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Othello,"Location: Sweden, Trälhavet Bay, Owner: NA",1970-03-20,,55000,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Platform Charlie,"Location: United States, Louisiana, Owner: NA",1970-02-10,,,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,SS Arrow,"Location: Canada, Chedabucto Bay, Nova Scotia, Owner: NA",1970-02-04,,10330,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Hamilton Trader,"Location: United Kingdom, Liverpool Bay, Irish Sea, Owner: NA",1969-04-30,,546,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Santa Barbara,"Location: United States, Santa Barbara, California, Owner: NA",1969-01-28,,10000,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Witwater,"Location: Panama, Canal Zone, Galeta Island, Owner: NA",1968-12-13,,1910,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,World Glory,"Location: South Africa, 65 miles ENE of Durban, Owner: World Tankers Co. Inc.",1968-06-13,,45029,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Genevieve,"Location: United States, Corpus Christi, Texas, Owner: Lykes Brothers Steamship Co. Ltd.",1968-04-25,,,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Andron,"Location: Namibia, between Luderitz and Walvis Bay, Owner: NA",1968-05-08,,,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Esso Essen,"Location: South Africa, Owner: NA",April 1968,,4092,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,General Colocotronis,"Location: Bahamas, Eleuthera, Owner: NA",1968-03-07,,5047,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Ocean Eagle,"Location: Puerto Rico, San Juan, Puerto Rico, Owner: Transocean Tankers Inc.",1968-03-03,,12250,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,R.C. Stoner,"Location: United States, Pacific Ocean, Wake Island, Owner: NA",1967,,20000,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Torrey Canyon,"Location: United Kingdom, Cornwall and Isles of Scilly, Owner: NA",1967-03-18,,99500,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Mississippi River oil spill (1962-1963),"Location: United States, Savage and Mankato, Minnesota, Owner: NA",1962-12-08,1963-01-23,13000,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,African Queen,"Location: United States, Ocean City, Maryland, Owner: NA",1958-12-30,,21000,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Avila Beach pipeline,"Location: United States, Avila Beach, California, Owner: NA",1950's,1996,1300,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Guadalupe Oil Field,"Location: United States, Guadalupe, California, Owner: NA",1950's,1994,29000,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Sliedrecht,"Location: South Africa, Cape Town, Table Bay, Owner: NA",November 1953,,1000,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,SS Jacob Luckenbach,"Location: United States, Gulf of the Farallons National Marine Sanctuary, San Francisco, California, Owner: NA",1953-07-14,present,1484,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Esso Wheeling,"Location: South Africa, Quoin Point near Cape Town, Owner: NA",1948-11-04,,,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Berth 157,"Location: United States, Wilmington, Owner: NA",1948-06-02,,,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,SS Douglas Victory,"Location: United States, Wilmington, California, Owner: NA",1948-03-27,,,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,SS River Raisin,"Location: United States, Owner: NA",1948,,,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Lincoln,"Location: South Africa, Quoin Point near Cape Town, Owner: NA",1946,,,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,"Greenpoint, Brooklyn","Location: United States, Newtown Creek, Greenpoint, Brooklyn, New York, Owner: NA",1940s,1950s,76300,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Seria Field 14 wells,"Location: Brunei, Owner: NA",1945-06-12,September 1945,,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Scuttled tanker El Grillo,"Location: Iceland, Seyðisfjörður, Owner: NA",February 1944,present,,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,SS Frank H. Buck / SS President Coolidge collision,"Location: United States, San Francisco Bay, California, Owner: NA",1937-03-06,,8870,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Lakeview Gusher,"Location: United States, Kern County, California, Owner: NA",1910-03-14,1911-09-10,1230000,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,Thomas W. Lawson,"Location: United Kingdom, Isles of Scilly, Owner: NA",1907-12-14,,7400,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
Major oil spills,SS Petriana,"Location: Australia, Port Phillip Bay, Victoria, Owner: Asiatic Petroleum Company",1903-11-30,,1300,https://en.wikipedia.org/wiki/List_of_oil_spills,2023-01-20
