Category ID,Category,Event,Event description,country,ccode,type,src
G3,Inter-state wars,Six Day War,"Inter-state war: Israel, Egypt, Jordan, Syria",Syria,SYR,Polity,data
G3,Inter-state wars,Six Day War,"Inter-state war: Israel, Egypt, Jordan, Syria",Jordan,JOR,Polity,data
G3,Inter-state wars,Six Day War,"Inter-state war: Israel, Egypt, Jordan, Syria",Israel,ISR,Polity,data
G3,Inter-state wars,Soviet Invasion of Hungary,"Inter-state war: Hungary, USSR",Hungary,HUN,Polity,data
G3,Inter-state wars,Soviet Invasion of Hungary,"Inter-state war: Hungary, USSR",Russia,RUS,Polity,data
G3,Inter-state wars,Spanish-American,"Inter-state war: Spain, United States of America",United States of America,USA,Polity,data
G3,Inter-state wars,Spanish-American,"Inter-state war: Spain, United States of America",Spain,SPN,Polity,data
G3,Inter-state wars,Taiwan Straits,"Inter-state war: China (PRC), Taiwan (ROC)",China,CHN,Polity,data
G3,Inter-state wars,Taiwan Straits,"Inter-state war: China (PRC), Taiwan (ROC)",Taiwan,TAW,Polity,data
G3,Inter-state wars,Third Central American,"Inter-state war: Honduras, El Salvador, Guatemala",Guatemala,GUA,Polity,data
