Category ID,Category,Event,Event description,country,ccode,type,src
G3,Inter-state wars,Third Central American,"Inter-state war: Honduras, El Salvador, Guatemala",Honduras,HON,Polity,data
G3,Inter-state wars,Third Central American,"Inter-state war: Honduras, El Salvador, Guatemala",El Salvador,SAL,Polity,data
G3,Inter-state wars,Third Sino-Japanese,"Inter-state war: China, Japan",China,CHN,Polity,data
G3,Inter-state wars,Third Sino-Japanese,"Inter-state war: China, Japan",Japan,JPN,Polity,data
G3,Inter-state wars,Turco-Cypriot,"Inter-state war: Turkey, Cyprus",Cyprus,CYP,Polity,data
G3,Inter-state wars,Turco-Cypriot,"Inter-state war: Turkey, Cyprus",Turkey,TUR,Polity,data
G3,Inter-state wars,Ugandian-Tanzanian,"Inter-state war: Uganda, Tanzania, Libya",Uganda,UGA,Polity,data
G3,Inter-state wars,Ugandian-Tanzanian,"Inter-state war: Uganda, Tanzania, Libya",Tanzania,TAZ,Polity,data
G3,Inter-state wars,Ugandian-Tanzanian,"Inter-state war: Uganda, Tanzania, Libya",Libya,LIB,Polity,data
G3,Inter-state wars,"Vietnam War, Phase 2","Inter-state war: United States of America, Cambodia, South Korea, Philippines, South Vietnam, Vietnam, Thailand, Australia",United States of America,USA,Polity,data
G3,Inter-state wars,"Vietnam War, Phase 2","Inter-state war: United States of America, Cambodia, South Korea, Philippines, South Vietnam, Vietnam, Thailand, Australia",South Korea,ROK,Polity,data
G3,Inter-state wars,"Vietnam War, Phase 2","Inter-state war: United States of America, Cambodia, South Korea, Philippines, South Vietnam, Vietnam, Thailand, Australia",Thailand,THI,Polity,data
G3,Inter-state wars,"Vietnam War, Phase 2","Inter-state war: United States of America, Cambodia, South Korea, Philippines, South Vietnam, Vietnam, Thailand, Australia",Cambodia,CAM,Polity,data
G3,Inter-state wars,"Vietnam War, Phase 2","Inter-state war: United States of America, Cambodia, South Korea, Philippines, South Vietnam, Vietnam, Thailand, Australia",Vietnam,DRV,Polity,data
G3,Inter-state wars,"Vietnam War, Phase 2","Inter-state war: United States of America, Cambodia, South Korea, Philippines, South Vietnam, Vietnam, Thailand, Australia",Republic of Vietnam,RVN,Polity,data
G3,Inter-state wars,"Vietnam War, Phase 2","Inter-state war: United States of America, Cambodia, South Korea, Philippines, South Vietnam, Vietnam, Thailand, Australia",Philippines,PHI,Polity,data
G3,Inter-state wars,"Vietnam War, Phase 2","Inter-state war: United States of America, Cambodia, South Korea, Philippines, South Vietnam, Vietnam, Thailand, Australia",Australia,AUL,Polity,data
G3,Inter-state wars,Vietnamese-Cambodian,"Inter-state war: Vietnam, Cambodia",Cambodia,CAM,Polity,data
G3,Inter-state wars,Vietnamese-Cambodian,"Inter-state war: Vietnam, Cambodia",Vietnam,DRV,Polity,data
G3,Inter-state wars,War for Kosovo,"Inter-state war: Turkey, Italy, United Kingdom, United States of America, Netherlands, France, Yugoslavia, Germany",United States of America,USA,Polity,data
G3,Inter-state wars,War for Kosovo,"Inter-state war: Turkey, Italy, United Kingdom, United States of America, Netherlands, France, Yugoslavia, Germany",United Kingdom,UKG,Polity,data
G3,Inter-state wars,War for Kosovo,"Inter-state war: Turkey, Italy, United Kingdom, United States of America, Netherlands, France, Yugoslavia, Germany",Netherlands,NTH,Polity,data
G3,Inter-state wars,War for Kosovo,"Inter-state war: Turkey, Italy, United Kingdom, United States of America, Netherlands, France, Yugoslavia, Germany",France,FRN,Polity,data
G3,Inter-state wars,War for Kosovo,"Inter-state war: Turkey, Italy, United Kingdom, United States of America, Netherlands, France, Yugoslavia, Germany",Germany,GMY,Polity,data
G3,Inter-state wars,War for Kosovo,"Inter-state war: Turkey, Italy, United Kingdom, United States of America, Netherlands, France, Yugoslavia, Germany",Italy,ITA,Polity,data
G3,Inter-state wars,War for Kosovo,"Inter-state war: Turkey, Italy, United Kingdom, United States of America, Netherlands, France, Yugoslavia, Germany",Yugoslavia,YUG,Polity,data
G3,Inter-state wars,War for Kosovo,"Inter-state war: Turkey, Italy, United Kingdom, United States of America, Netherlands, France, Yugoslavia, Germany",Turkey,TUR,Polity,data
G3,Inter-state wars,War of Attrition,"Inter-state war: Egypt, Israel",Egypt,EGY,Polity,data
G3,Inter-state wars,War of Attrition,"Inter-state war: Egypt, Israel",Israel,ISR,Polity,data
G3,Inter-state wars,War of the Pacific,"Inter-state war: Chile, Peru, Bolivia",Peru,PER,Polity,data
G3,Inter-state wars,War of the Pacific,"Inter-state war: Chile, Peru, Bolivia",Bolivia,BOL,Polity,data
G3,Inter-state wars,War of the Pacific,"Inter-state war: Chile, Peru, Bolivia",Chile,CHL,Polity,data
G3,Inter-state wars,War over Angola,"Inter-state war: Cuba, South Africa, Democratic Republic of the Congo, Angola",Cuba,CUB,Polity,data
G3,Inter-state wars,War over Angola,"Inter-state war: Cuba, South Africa, Democratic Republic of the Congo, Angola",Democratic Republic of the Congo,DRC,Polity,data
G3,Inter-state wars,War over Angola,"Inter-state war: Cuba, South Africa, Democratic Republic of the Congo, Angola",Angola,ANG,Polity,data
G3,Inter-state wars,War over Angola,"Inter-state war: Cuba, South Africa, Democratic Republic of the Congo, Angola",South Africa,SAF,Polity,data
G3,Inter-state wars,War over Lebanon,"Inter-state war: Israel, Syria",Syria,SYR,Polity,data
G3,Inter-state wars,War over Lebanon,"Inter-state war: Israel, Syria",Israel,ISR,Polity,data
G3,Inter-state wars,War over the Aouzou Strip,"Inter-state war: Chad, Libya",Chad,CHA,Polity,data
G3,Inter-state wars,War over the Aouzou Strip,"Inter-state war: Chad, Libya",Libya,LIB,Polity,data
G3,Inter-state wars,World War I,"Inter-state war: Yugoslavia, Russia, Bulgaria, United Kingdom, Japan, Portugal, Turkey, Belgium, Germany, Greece, Romania, Austria-Hungary, France, Italy, United States of America",United States of America,USA,Polity,data
G3,Inter-state wars,World War I,"Inter-state war: Yugoslavia, Russia, Bulgaria, United Kingdom, Japan, Portugal, Turkey, Belgium, Germany, Greece, Romania, Austria-Hungary, France, Italy, United States of America",United Kingdom,UKG,Polity,data
G3,Inter-state wars,World War I,"Inter-state war: Yugoslavia, Russia, Bulgaria, United Kingdom, Japan, Portugal, Turkey, Belgium, Germany, Greece, Romania, Austria-Hungary, France, Italy, United States of America",Belgium,BEL,Polity,data
G3,Inter-state wars,World War I,"Inter-state war: Yugoslavia, Russia, Bulgaria, United Kingdom, Japan, Portugal, Turkey, Belgium, Germany, Greece, Romania, Austria-Hungary, France, Italy, United States of America",France,FRN,Polity,data
G3,Inter-state wars,World War I,"Inter-state war: Yugoslavia, Russia, Bulgaria, United Kingdom, Japan, Portugal, Turkey, Belgium, Germany, Greece, Romania, Austria-Hungary, France, Italy, United States of America",Portugal,POR,Polity,data
G3,Inter-state wars,World War I,"Inter-state war: Yugoslavia, Russia, Bulgaria, United Kingdom, Japan, Portugal, Turkey, Belgium, Germany, Greece, Romania, Austria-Hungary, France, Italy, United States of America",Germany,GMY,Polity,data
G3,Inter-state wars,World War I,"Inter-state war: Yugoslavia, Russia, Bulgaria, United Kingdom, Japan, Portugal, Turkey, Belgium, Germany, Greece, Romania, Austria-Hungary, France, Italy, United States of America",Austria-Hungary,AUH,Polity,data
G3,Inter-state wars,World War I,"Inter-state war: Yugoslavia, Russia, Bulgaria, United Kingdom, Japan, Portugal, Turkey, Belgium, Germany, Greece, Romania, Austria-Hungary, France, Italy, United States of America",Italy,ITA,Polity,data
G3,Inter-state wars,World War I,"Inter-state war: Yugoslavia, Russia, Bulgaria, United Kingdom, Japan, Portugal, Turkey, Belgium, Germany, Greece, Romania, Austria-Hungary, France, Italy, United States of America",Yugoslavia,YUG,Polity,data
G3,Inter-state wars,World War I,"Inter-state war: Yugoslavia, Russia, Bulgaria, United Kingdom, Japan, Portugal, Turkey, Belgium, Germany, Greece, Romania, Austria-Hungary, France, Italy, United States of America",Greece,GRC,Polity,data
G3,Inter-state wars,World War I,"Inter-state war: Yugoslavia, Russia, Bulgaria, United Kingdom, Japan, Portugal, Turkey, Belgium, Germany, Greece, Romania, Austria-Hungary, France, Italy, United States of America",Bulgaria,BUL,Polity,data
G3,Inter-state wars,World War I,"Inter-state war: Yugoslavia, Russia, Bulgaria, United Kingdom, Japan, Portugal, Turkey, Belgium, Germany, Greece, Romania, Austria-Hungary, France, Italy, United States of America",Romania,ROM,Polity,data
G3,Inter-state wars,World War I,"Inter-state war: Yugoslavia, Russia, Bulgaria, United Kingdom, Japan, Portugal, Turkey, Belgium, Germany, Greece, Romania, Austria-Hungary, France, Italy, United States of America",Russia,RUS,Polity,data
G3,Inter-state wars,World War I,"Inter-state war: Yugoslavia, Russia, Bulgaria, United Kingdom, Japan, Portugal, Turkey, Belgium, Germany, Greece, Romania, Austria-Hungary, France, Italy, United States of America",Turkey,TUR,Polity,data
G3,Inter-state wars,World War I,"Inter-state war: Yugoslavia, Russia, Bulgaria, United Kingdom, Japan, Portugal, Turkey, Belgium, Germany, Greece, Romania, Austria-Hungary, France, Italy, United States of America",Japan,JPN,Polity,data
G3,Inter-state wars,World War II,"Inter-state war: Hungary, Belgium, France, Yugoslavia, Finland, Norway, Canada, United States of America, United Kingdom, Netherlands, Italy, Romania, Bulgaria, Greece, Brazil, Australia, New Zealand, USSR, Germany, Poland, Japan, Mongolia, China, South Africa, Ethiopia",United States of America,USA,Polity,data
G3,Inter-state wars,World War II,"Inter-state war: Hungary, Belgium, France, Yugoslavia, Finland, Norway, Canada, United States of America, United Kingdom, Netherlands, Italy, Romania, Bulgaria, Greece, Brazil, Australia, New Zealand, USSR, Germany, Poland, Japan, Mongolia, China, South Africa, Ethiopia",Canada,CAN,Polity,data
G3,Inter-state wars,World War II,"Inter-state war: Hungary, Belgium, France, Yugoslavia, Finland, Norway, Canada, United States of America, United Kingdom, Netherlands, Italy, Romania, Bulgaria, Greece, Brazil, Australia, New Zealand, USSR, Germany, Poland, Japan, Mongolia, China, South Africa, Ethiopia",Brazil,BRA,Polity,data
G3,Inter-state wars,World War II,"Inter-state war: Hungary, Belgium, France, Yugoslavia, Finland, Norway, Canada, United States of America, United Kingdom, Netherlands, Italy, Romania, Bulgaria, Greece, Brazil, Australia, New Zealand, USSR, Germany, Poland, Japan, Mongolia, China, South Africa, Ethiopia",United Kingdom,UKG,Polity,data
G3,Inter-state wars,World War II,"Inter-state war: Hungary, Belgium, France, Yugoslavia, Finland, Norway, Canada, United States of America, United Kingdom, Netherlands, Italy, Romania, Bulgaria, Greece, Brazil, Australia, New Zealand, USSR, Germany, Poland, Japan, Mongolia, China, South Africa, Ethiopia",Netherlands,NTH,Polity,data
G3,Inter-state wars,World War II,"Inter-state war: Hungary, Belgium, France, Yugoslavia, Finland, Norway, Canada, United States of America, United Kingdom, Netherlands, Italy, Romania, Bulgaria, Greece, Brazil, Australia, New Zealand, USSR, Germany, Poland, Japan, Mongolia, China, South Africa, Ethiopia",Belgium,BEL,Polity,data
G3,Inter-state wars,World War II,"Inter-state war: Hungary, Belgium, France, Yugoslavia, Finland, Norway, Canada, United States of America, United Kingdom, Netherlands, Italy, Romania, Bulgaria, Greece, Brazil, Australia, New Zealand, USSR, Germany, Poland, Japan, Mongolia, China, South Africa, Ethiopia",France,FRN,Polity,data
G3,Inter-state wars,World War II,"Inter-state war: Hungary, Belgium, France, Yugoslavia, Finland, Norway, Canada, United States of America, United Kingdom, Netherlands, Italy, Romania, Bulgaria, Greece, Brazil, Australia, New Zealand, USSR, Germany, Poland, Japan, Mongolia, China, South Africa, Ethiopia",Germany,GMY,Polity,data
G3,Inter-state wars,World War II,"Inter-state war: Hungary, Belgium, France, Yugoslavia, Finland, Norway, Canada, United States of America, United Kingdom, Netherlands, Italy, Romania, Bulgaria, Greece, Brazil, Australia, New Zealand, USSR, Germany, Poland, Japan, Mongolia, China, South Africa, Ethiopia",Poland,POL,Polity,data
G3,Inter-state wars,World War II,"Inter-state war: Hungary, Belgium, France, Yugoslavia, Finland, Norway, Canada, United States of America, United Kingdom, Netherlands, Italy, Romania, Bulgaria, Greece, Brazil, Australia, New Zealand, USSR, Germany, Poland, Japan, Mongolia, China, South Africa, Ethiopia",Hungary,HUN,Polity,data
G3,Inter-state wars,World War II,"Inter-state war: Hungary, Belgium, France, Yugoslavia, Finland, Norway, Canada, United States of America, United Kingdom, Netherlands, Italy, Romania, Bulgaria, Greece, Brazil, Australia, New Zealand, USSR, Germany, Poland, Japan, Mongolia, China, South Africa, Ethiopia",Italy,ITA,Polity,data
G3,Inter-state wars,World War II,"Inter-state war: Hungary, Belgium, France, Yugoslavia, Finland, Norway, Canada, United States of America, United Kingdom, Netherlands, Italy, Romania, Bulgaria, Greece, Brazil, Australia, New Zealand, USSR, Germany, Poland, Japan, Mongolia, China, South Africa, Ethiopia",Yugoslavia,YUG,Polity,data
G3,Inter-state wars,World War II,"Inter-state war: Hungary, Belgium, France, Yugoslavia, Finland, Norway, Canada, United States of America, United Kingdom, Netherlands, Italy, Romania, Bulgaria, Greece, Brazil, Australia, New Zealand, USSR, Germany, Poland, Japan, Mongolia, China, South Africa, Ethiopia",Greece,GRC,Polity,data
G3,Inter-state wars,World War II,"Inter-state war: Hungary, Belgium, France, Yugoslavia, Finland, Norway, Canada, United States of America, United Kingdom, Netherlands, Italy, Romania, Bulgaria, Greece, Brazil, Australia, New Zealand, USSR, Germany, Poland, Japan, Mongolia, China, South Africa, Ethiopia",Bulgaria,BUL,Polity,data
G3,Inter-state wars,World War II,"Inter-state war: Hungary, Belgium, France, Yugoslavia, Finland, Norway, Canada, United States of America, United Kingdom, Netherlands, Italy, Romania, Bulgaria, Greece, Brazil, Australia, New Zealand, USSR, Germany, Poland, Japan, Mongolia, China, South Africa, Ethiopia",Romania,ROM,Polity,data
G3,Inter-state wars,World War II,"Inter-state war: Hungary, Belgium, France, Yugoslavia, Finland, Norway, Canada, United States of America, United Kingdom, Netherlands, Italy, Romania, Bulgaria, Greece, Brazil, Australia, New Zealand, USSR, Germany, Poland, Japan, Mongolia, China, South Africa, Ethiopia",Russia,RUS,Polity,data
G3,Inter-state wars,World War II,"Inter-state war: Hungary, Belgium, France, Yugoslavia, Finland, Norway, Canada, United States of America, United Kingdom, Netherlands, Italy, Romania, Bulgaria, Greece, Brazil, Australia, New Zealand, USSR, Germany, Poland, Japan, Mongolia, China, South Africa, Ethiopia",Finland,FIN,Polity,data
G3,Inter-state wars,World War II,"Inter-state war: Hungary, Belgium, France, Yugoslavia, Finland, Norway, Canada, United States of America, United Kingdom, Netherlands, Italy, Romania, Bulgaria, Greece, Brazil, Australia, New Zealand, USSR, Germany, Poland, Japan, Mongolia, China, South Africa, Ethiopia",Norway,NOR,Polity,data
G3,Inter-state wars,World War II,"Inter-state war: Hungary, Belgium, France, Yugoslavia, Finland, Norway, Canada, United States of America, United Kingdom, Netherlands, Italy, Romania, Bulgaria, Greece, Brazil, Australia, New Zealand, USSR, Germany, Poland, Japan, Mongolia, China, South Africa, Ethiopia",Ethiopia,ETH,Polity,data
G3,Inter-state wars,World War II,"Inter-state war: Hungary, Belgium, France, Yugoslavia, Finland, Norway, Canada, United States of America, United Kingdom, Netherlands, Italy, Romania, Bulgaria, Greece, Brazil, Australia, New Zealand, USSR, Germany, Poland, Japan, Mongolia, China, South Africa, Ethiopia",South Africa,SAF,Polity,data
G3,Inter-state wars,World War II,"Inter-state war: Hungary, Belgium, France, Yugoslavia, Finland, Norway, Canada, United States of America, United Kingdom, Netherlands, Italy, Romania, Bulgaria, Greece, Brazil, Australia, New Zealand, USSR, Germany, Poland, Japan, Mongolia, China, South Africa, Ethiopia",China,CHN,Polity,data
G3,Inter-state wars,World War II,"Inter-state war: Hungary, Belgium, France, Yugoslavia, Finland, Norway, Canada, United States of America, United Kingdom, Netherlands, Italy, Romania, Bulgaria, Greece, Brazil, Australia, New Zealand, USSR, Germany, Poland, Japan, Mongolia, China, South Africa, Ethiopia",Mongolia,MON,Polity,data
G3,Inter-state wars,World War II,"Inter-state war: Hungary, Belgium, France, Yugoslavia, Finland, Norway, Canada, United States of America, United Kingdom, Netherlands, Italy, Romania, Bulgaria, Greece, Brazil, Australia, New Zealand, USSR, Germany, Poland, Japan, Mongolia, China, South Africa, Ethiopia",Japan,JPN,Polity,data
G3,Inter-state wars,World War II,"Inter-state war: Hungary, Belgium, France, Yugoslavia, Finland, Norway, Canada, United States of America, United Kingdom, Netherlands, Italy, Romania, Bulgaria, Greece, Brazil, Australia, New Zealand, USSR, Germany, Poland, Japan, Mongolia, China, South Africa, Ethiopia",Australia,AUL,Polity,data
G3,Inter-state wars,World War II,"Inter-state war: Hungary, Belgium, France, Yugoslavia, Finland, Norway, Canada, United States of America, United Kingdom, Netherlands, Italy, Romania, Bulgaria, Greece, Brazil, Australia, New Zealand, USSR, Germany, Poland, Japan, Mongolia, China, South Africa, Ethiopia",New Zealand,NEW,Polity,data
G3,Inter-state wars,Yom Kippur War,"Inter-state war: Egypt, Saudi Arabia, Israel, Jordan, Syria, Iraq",Iraq,IRQ,Polity,data
G3,Inter-state wars,Yom Kippur War,"Inter-state war: Egypt, Saudi Arabia, Israel, Jordan, Syria, Iraq",Egypt,EGY,Polity,data
G3,Inter-state wars,Yom Kippur War,"Inter-state war: Egypt, Saudi Arabia, Israel, Jordan, Syria, Iraq",Syria,SYR,Polity,data
G3,Inter-state wars,Yom Kippur War,"Inter-state war: Egypt, Saudi Arabia, Israel, Jordan, Syria, Iraq",Jordan,JOR,Polity,data
G3,Inter-state wars,Yom Kippur War,"Inter-state war: Egypt, Saudi Arabia, Israel, Jordan, Syria, Iraq",Israel,ISR,Polity,data
G3,Inter-state wars,Yom Kippur War,"Inter-state war: Egypt, Saudi Arabia, Israel, Jordan, Syria, Iraq",Saudi Arabia,SAU,Polity,data
