Category ID,Category,Event,Event description,Country
G67,List of heads of state and government who died in office,Harold Holt,"Prime Minister - Australia - Disappeared. Subsequently, ruled as accidental drowning (body never recovered). - Cheviot Beach",Australia
G67,List of heads of state and government who died in office,Peter Mohr Dam,Prime Minister - Faroe Islands - NA - Tórshavn,Faroe Islands
G67,List of heads of state and government who died in office,Levi Eshkol,Prime Minister - Israel - Illness - Jerusalem,Israel
G67,List of heads of state and government who died in office,Ho Chi Minh,Chairman of the Workers' Party and President - North Vietnam - Heart attack - Hanoi,North Vietnam
G67,List of heads of state and government who died in office,Abdirashid Ali Shermarke,President - Somalia - Assassination - shooting - / Las Anod,Somalia
G67,List of heads of state and government who died in office,René Barrientos,President - Bolivia - Accident - helicopter crashed on ground - Arque,Bolivia
G67,List of heads of state and government who died in office,Zakir Husain,President - India - NA - New Delhi,India
G67,List of heads of state and government who died in office,David Rose,Governor-General - Guyana - Accident - London,Guyana
G67,List of heads of state and government who died in office,Bjarni Benediktsson,Prime Minister - Iceland - Accident - fire - Þingvellir,Iceland
G67,List of heads of state and government who died in office,Saïd Mohamed Cheikh,President of the Government Council - Comoros - Heart attack - Antananarivo,Comoros
G67,List of heads of state and government who died in office,Yusof bin Ishak,President - Singapore - Heart attack - Singapore,Singapore
G67,List of heads of state and government who died in office,Gamal Abdel Nasser,President and Prime Minister - Egypt - Heart attack - Cairo,Egypt
G67,List of heads of state and government who died in office,Wasfi al-Tal,Prime Minister - Jordan - Assassination - shooting - Cairo,Jordan
G67,List of heads of state and government who died in office,William Tubman,President - Liberia - NA - London,Liberia
G67,List of heads of state and government who died in office,François Duvalier,President for life - Haiti - Heart disease and diabetes - Port-au-Prince,Haiti
G67,List of heads of state and government who died in office,Jamsrangiin Sambuu,Chairman of the Presidium of the People's Great Khural - Mongolia - Illness - cancer - Ulaanbaatar,Mongolia
G67,List of heads of state and government who died in office,Leonard Williams,Governor-General - Mauritius - NA - Port Louis,Mauritius
G67,List of heads of state and government who died in office,Salvador Allende,President - Chile - Suicide - Santiago,Chile
G67,List of heads of state and government who died in office,Luis Carrero Blanco,Prime Minister - Spain - Assassination - bombing - Madrid,Spain
G67,List of heads of state and government who died in office,Richard Sharples,Governor - Bermuda - Assassination - shooting - Hamilton,Bermuda
G67,List of heads of state and government who died in office,Walter Ulbricht,Chairman of the State Council - East Germany - Stroke - Templin,East Germany
G67,List of heads of state and government who died in office,Erskine Childers,President - Ireland - Heart attack - Dublin,Ireland
G67,List of heads of state and government who died in office,Franz Jonas,President - Austria - NA - Vienna,Austria
G67,List of heads of state and government who died in office,Norman Eric Kirk,Prime Minister - New Zealand - Illness - pulmonary embolism - Wellington,New Zealand
G67,List of heads of state and government who died in office,Juan Perón,President - Argentina - Heart attack - Buenos Aires,Argentina
G67,List of heads of state and government who died in office,Georges Pompidou,President (also Co-Prince of Andorra) - France - Illness - macroglobulinemia - Paris,France
G67,List of heads of state and government who died in office,Chiang Kai-shek,President - Republic of China - Heart attack - Taipei,Taiwan
G67,List of heads of state and government who died in office,Long Boret,Prime Minister - Khmer Republic - Execution by firing squad - Phnom Penh,Khmer Republic
G67,List of heads of state and government who died in office,Mataʻafa Faumuina Mulinuʻu II,Prime Minister - Western Samoa - NA - Apia,Samoa
G67,List of heads of state and government who died in office,Sheikh Mujibur Rahman,Prime Minister - Bangladesh - Assassination - shooting - Dhaka,Bangladesh
G67,List of heads of state and government who died in office,Richard Ratsimandrava,President - Madagascar - Assassination - shooting - Antananarivo,Madagascar
G67,List of heads of state and government who died in office,François Tombalbaye,President and Prime Minister - Chad - Assassination - shooting - N'Djamena,Chad
G67,List of heads of state and government who died in office,Francisco Franco,Head of State (dictator) - Spain - Illness - heart failure - Madrid,Spain
G67,List of heads of state and government who died in office,Abdul Razak Hussein,Prime Minister - Malaysia - Illness - London,Malaysia
G67,List of heads of state and government who died in office,Murtala Mohammed,Head of the Federal Military Government - Nigeria - Assassination - shooting - Lagos,Nigeria
G67,List of heads of state and government who died in office,Joël Rakotomalala,Prime Minister - Madagascar - Accident - helicopter crashed on ground - Antsirabe,Madagascar
G67,List of heads of state and government who died in office,El-Ouali Mustapha Sayed,President - Sahrawi Arab Democratic Republic - Died in combat - Inchiri,Western Sahara
G67,List of heads of state and government who died in office,Arleigh Winston Scott,Governor-General - Barbados - NA - NA,Barbados
G67,List of heads of state and government who died in office,Zhou Enlai,Premier - China - Illness - cancer - Beijing,China
G67,List of heads of state and government who died in office,Mao Zedong,Chairman of the Central Committee - China - Heart attack - Beijing,China
G67,List of heads of state and government who died in office,Zhu De,Chairman of the Standing Committee of the National People's Congress - China - NA - Beijing,China
G67,List of heads of state and government who died in office,Fakhruddin Ali Ahmed,President - India - Heart attack - New Delhi,India
G67,List of heads of state and government who died in office,Tafari Benti,Chairman of the Provisional Military Administrative Council - Ethiopia - Execution by firing squad - Addis Ababa,Ethiopia
G67,List of heads of state and government who died in office,Ibrahim al-Hamdi,President - North Yemen - Assassination - shooting - Sana'a,North Yemen
G67,List of heads of state and government who died in office,Džemal Bijedić,President of the Federal Executive Council - Yugoslavia - Accident - plane crashed into mountain - Kreševo,Yugoslavia
G67,List of heads of state and government who died in office,Makarios III,President - Cyprus - Heart attack - Nicosia,Cyprus
G67,List of heads of state and government who died in office,Marien Ngouabi,President - Congo-Brazzaville - Assassination - Brazzaville,Republic of the Congo
G67,List of heads of state and government who died in office,Mohammed Daoud Khan,President - Afghanistan - Assassination - shooting - Kabul,Afghanistan
G67,List of heads of state and government who died in office,Ahmad al-Ghashmi,President - North Yemen - Assassination - bombing - Sana'a,North Yemen
G67,List of heads of state and government who died in office,Houari Boumediene,President - Algeria - Illness - macroglobulinemia - Algiers,Algeria
G67,List of heads of state and government who died in office,Francisco Mendes,Prime Minister - Guinea Bissau - Accident - car crashed on road - NA,Guinea-Bissau
G67,List of heads of state and government who died in office,John Wrathall,President - Rhodesia - Heart attack - Harare,Rhodesia
G67,List of heads of state and government who died in office,Salim Rubai Ali,President - South Yemen - Execution - Aden,South Yemen
G67,List of heads of state and government who died in office,Robert Llewellyn Bradshaw,Premier - Saint Christopher-Nevis-Anguilla - Illness - prostate cancer - Basseterre,Saint Christopher-Nevis-Anguilla
G67,List of heads of state and government who died in office,Nico Diederichs,President - South Africa - Heart attack - Cape Town,South Africa
G67,List of heads of state and government who died in office,Jomo Kenyatta,President - Kenya - Heart attack - Mombasa,Kenya
G67,List of heads of state and government who died in office,Botha Sigcau,President - Transkei - Heart attack - Umtata,Transkei
G67,List of heads of state and government who died in office,Milo Butler,Governor-General - Bahamas - NA - Nassau,Bahamas
G67,List of heads of state and government who died in office,Jean-Marie Villot,Cardinal Secretary of State - Vatican City/Holy See - Illness - bronchopneumonia - Vatican City/Holy See,Vatican City/Holy See
G67,List of heads of state and government who died in office,Agostinho Neto,President - Angola - Illness - cancer and hepatitis - Moscow,Angola
G67,List of heads of state and government who died in office,Mashiur Rahman,Chief Minister - Bangladesh - NA - Dhaka,Bangladesh
G67,List of heads of state and government who died in office,Nur Muhammad Taraki,General Secretary of the People's Democratic Party of Afghanistanand Chairman of the Presidium of the Revolutionary Council - Afghanistan - Assassination - Kabul,Afghanistan
G67,List of heads of state and government who died in office,Hafizullah Amin,"General Secretary of the People's Democratic Party of Afghanistan, Chairman of the Presidium of the Revolutionary Counciland Chairman of the Council of Ministers - Afghanistan - Assassination - Kabul",Afghanistan
G67,List of heads of state and government who died in office,Park Chung Hee,President - South Korea - Assassination - shooting - Seoul,South Korea
G67,List of heads of state and government who died in office,Maphevu Dlamini,Prime Minister - Swaziland - NA - Mbabane,Swaziland
G67,List of heads of state and government who died in office,Paul Southwell,Premier - Saint Christopher-Nevis-Anguilla - Heart attack - Castries,Saint Christopher-Nevis-Anguilla
G67,List of heads of state and government who died in office,Seretse Khama,President - Botswana - Illness - pancreatic cancer - Gaborone,Botswana
G67,List of heads of state and government who died in office,Tôn Đức Thắng,President - Vietnam - Illness - respiratory failure - Hanoi,Vietnam
G67,List of heads of state and government who died in office,J. A. G. S. McCartney,Chief Minister - Turks and Caicos Islands - Accident - plane crashed - Vineland,Turks and Caicos
G67,List of heads of state and government who died in office,Masayoshi Ōhira,Prime Minister - Japan - Heart attack - Tokyo,Japan
G67,List of heads of state and government who died in office,William Tolbert,President - Liberia - Execution - Monrovia,Liberia
G67,List of heads of state and government who died in office,Abdelhamid Sharaf,Prime Minister - Jordan - Heart attack - Amman,Jordan
G67,List of heads of state and government who died in office,Francisco de Sá Carneiro,Prime Minister - Portugal - Accident - plane crashed on ground - Loures,Portugal
G67,List of heads of state and government who died in office,Sultan Ibraimov,Chairman of the Council of Ministers - Kyrgyz SSR - Assassination - shooting - Cholpon-Ata,Kyrgyz SSR
G67,List of heads of state and government who died in office,Benjamin Henry Sheares,President - Singapore - Illness - lung cancer - Singapore,Singapore
G67,List of heads of state and government who died in office,Mehmet Shehu,Chairman of the Council of Ministers - Albania - Suicide (disputed) - Tirana,Albania
G67,List of heads of state and government who died in office,Jaime Roldós Aguilera,President - Ecuador - Accident - plane crashed into mountain - Celica,Ecuador
G67,List of heads of state and government who died in office,Omar Torrijos,de facto leader - Panama - Accident - plane crashed into mountain - Penonomé,Panama
G67,List of heads of state and government who died in office,Ziaur Rahman,President - Bangladesh - Assassination - shooting - Chittagong,Bangladesh
G67,List of heads of state and government who died in office,Eric Williams,Prime Minister - Trinidad and Tobago - NA - Port of Spain,Trinidad and Tobago
G67,List of heads of state and government who died in office,Anwar Sadat,President and Prime Minister - Egypt - Assassination - shooting - Cairo,Egypt
G67,List of heads of state and government who died in office,Mohammad-Ali Rajai,President - Iran - Assassination - bombing - Tehran,Iran
G67,List of heads of state and government who died in office,Mohammad-Javad Bahonar,Prime Minister - Iran - Assassination - bombing - Tehran,Iran
G67,List of heads of state and government who died in office,Antonio Guzmán Fernández,President - Dominican Republic - Suicide - Santo Domingo,Dominican Republic
G67,List of heads of state and government who died in office,Bachir Gemayel,President-elect - Lebanon - Assassination - Beirut,Lebanon
G67,List of heads of state and government who died in office,Leonid Brezhnev,General Secretary of the Communist Partyand Chairman of the Presidium of the Supreme Soviet - Soviet Union - Heart attack - Zarechye,Soviet Union
G67,List of heads of state and government who died in office,Willi Ritschard,Member of the Federal Council - Switzerland - Heart failure - Grenchenberg,Switzerland
G67,List of heads of state and government who died in office,Deighton Lisle Ward,Governor-General - Barbados - NA - NA,Barbados
G67,List of heads of state and government who died in office,Yuri Andropov,General Secretary of the Communist Partyand Chairman of the Presidium of the Supreme Soviet - Soviet Union - Illness - kidney failure - Moscow,Soviet Union
G67,List of heads of state and government who died in office,Edward Sokoine,Prime Minister - Tanzania - Accident - car crashed on road - Morogoro,Tanzania
G67,List of heads of state and government who died in office,Chan Sy,Chairman of the Council of Ministers - People's Republic of Kampuchea - Heart attack - Moscow,People's Republic of Kampuchea
G67,List of heads of state and government who died in office,Ahmad Fuad Mohieddin,Prime Minister - Egypt - NA - Cairo,Egypt
G67,List of heads of state and government who died in office,Indira Gandhi,Prime Minister - India - Assassination - shooting - New Delhi,India
G67,List of heads of state and government who died in office,Ahmed Sékou Touré,President - Guinea - Heart attack - Cleveland,Guinea
G67,List of heads of state and government who died in office,Tom Adams,Prime Minister - Barbados - Heart attack - Saint Michael,Barbados
G67,List of heads of state and government who died in office,Enver Hoxha,First Secretary of the Party of Labour - Albania - Illness - Tirana,Albania
G67,List of heads of state and government who died in office,Forbes Burnham,President - Guyana - Illness - throat infection - Georgetown,Guyana
G67,List of heads of state and government who died in office,Haruo Remeliik,President - Palau - Assassination - shooting - Koror,Palau
G67,List of heads of state and government who died in office,Konstantin Chernenko,"General Secretary of the Communist Partyand Chairman of the Presidium of the Supreme Soviet - Soviet Union - Illness - heart failure, emphysema, and liver cirrhosis - Moscow",Soviet Union
G67,List of heads of state and government who died in office,Tancredo Neves,President-elect - Brazil - Illness - diverticulitis - São Paulo,Brazil
G67,List of heads of state and government who died in office,Sir Seewoosagur Ramgoolam,Governor-General - Mauritius - NA - Port Louis,Mauritius
G67,List of heads of state and government who died in office,Olof Palme,Prime Minister - Sweden - Assassination - shooting - Stockholm,Sweden
G67,List of heads of state and government who died in office,Lê Duẩn,General Secretary of the Communist Party - Vietnam - Illness - Hanoi,Vietnam
G67,List of heads of state and government who died in office,Samora Machel,President - Mozambique - Accident - plane crashed on ground - Mbuzini,Mozambique
G67,List of heads of state and government who died in office,Sir Edward Youde,Governor - British Hong Kong - Heart attack - Beijing,British Hong Kong
G67,List of heads of state and government who died in office,Errol Barrow,Prime Minister - Barbados - NA - Bridgetown,Barbados
G67,List of heads of state and government who died in office,Rashid Karami,Prime Minister - Lebanon - Assassination - bombing - Beirut,Lebanon
G67,List of heads of state and government who died in office,Seyni Kountché,President of the Supreme Military Council - Niger - Illness - brain tumour - Paris,Niger
G67,List of heads of state and government who died in office,Cedric Phatudi,Chief Minister - KaNgwane - NA - Lebowakgomo,KaNgwane
G67,List of heads of state and government who died in office,Thomas Sankara,President - Burkina Faso - Assassination - shooting - Ouagadougou,Burkina Faso
G67,List of heads of state and government who died in office,Chiang Ching-kuo,President - Republic of China - NA - Taipei,Taiwan
G67,List of heads of state and government who died in office,Patrick Mphephu,President - Venda - NA - Thohoyandou,Venda
G67,List of heads of state and government who died in office,Muhammad Zia-ul-Haq,President - Pakistan - Accident - plane crashed on ground - Bahawalpur,Pakistan
G67,List of heads of state and government who died in office,Lazarus Salii,President - Palau - Suicide - Koror,Palau
G67,List of heads of state and government who died in office,Phạm Hùng,Prime Minister - Vietnam - NA - Ho Chi Minh City,Vietnam
G67,List of heads of state and government who died in office,Herbert Blaize,Prime Minister - Grenada - Illness - prostate cancer - St George's,Grenada
G67,List of heads of state and government who died in office,Ruhollah Khomeini,Supreme Leader - Iran - Heart attack - Tehran,Iran
G67,List of heads of state and government who died in office,Ahmed Abdallah,President - Comoros - Assassination - shooting - Moroni,Comoros
G67,List of heads of state and government who died in office,René Moawad,President - Lebanon - Assassination - bombing - Beirut,Lebanon
G67,List of heads of state and government who died in office,Ignatius Kilage,Governor-General - Papua New Guinea - NA - Port Moresby,Papua New Guinea
G67,List of heads of state and government who died in office,Samuel Doe,President - Liberia - Execution - Monrovia,Liberia
G67,List of heads of state and government who died in office,Rashid bin Saeed Al Maktoum,Prime Minister - United Arab Emirates - NA - Dubai,United Arab Emirates
G67,List of heads of state and government who died in office,Nasirdin Isanov,Prime Minister - Tajikistan - Accident - car crashed on road - Jalal-Abad-Osh Motorway,Tajikistan
G67,List of heads of state and government who died in office,Artur Mkrtchyan,Chairman of Parliament - Artsakh - Assassination - shooting - / Stepanakert,Artsakh
G67,List of heads of state and government who died in office,Mohamed Boudiaf,Chairman of the High Council of State - Algeria - Assassination - shooting - Annaba,Algeria
G67,List of heads of state and government who died in office,Kaysone Phomvihane,President - Laos - NA - Vientiane,Laos
G67,List of heads of state and government who died in office,Robert Rex,Premier - Niue - NA - Halamahaga,Niue
G67,List of heads of state and government who died in office,József Antall,Prime Minister - Hungary - Illness - cancer - Budapest,Hungary
G67,List of heads of state and government who died in office,Ranasinghe Premadasa,President - Sri Lanka - Assassination - bombing - Colombo,Sri Lanka
G67,List of heads of state and government who died in office,Penaia Ganilau,"President - Fiji - NA - Washington, D.C.",Fiji
G67,List of heads of state and government who died in office,Félix Houphouët-Boigny,President - Côte d'Ivoire - Illness - prostate cancer - Yamoussoukro,Cote d'Ivoire
G67,List of heads of state and government who died in office,Melchior Ndadaye,President - Burundi - Assassination - shooting - Bujumbura,Burundi
G67,List of heads of state and government who died in office,Turgut Özal,President - Turkey - Heart attack (Suspected poisoning) - Ankara,Turkey
G67,List of heads of state and government who died in office,Zhiuli Shartava,Prime Minister - Abkhazia - Assassination - shooting - / Sukhumi,Abkhazia
G67,List of heads of state and government who died in office,Juvénal Habyarimana,President - Rwanda - Assassination - plane shot down - Kigali,Rwanda
G67,List of heads of state and government who died in office,Cyprien Ntaryamira,President - Burundi - NA - NA,Burundi
G67,List of heads of state and government who died in office,Agathe Uwilingiyimana,Prime Minister - Rwanda - Assassination - shooting - Kigali,Rwanda
G67,List of heads of state and government who died in office,Kim Il Sung,General Secretary of the Workers' Partyand President - North Korea - Heart attack - Hyangsan,North Korea
G67,List of heads of state and government who died in office,Yitzhak Rabin,Prime Minister - Israel - Assassination - shooting - Tel Aviv,Israel
G67,List of heads of state and government who died in office,Nita Barrow,Governor-General - Barbados - NA - Bridgetown,Barbados
G67,List of heads of state and government who died in office,Hamilton Lavity Stoutt,Chief Minister - British Virgin Islands - NA - Tortola,British Virgin Islands
G67,List of heads of state and government who died in office,Amata Kabua,President - Marshall Islands - Illness - Honolulu,Marshall Islands
G67,List of heads of state and government who died in office,Dzhokhar Dudayev,President - Chechen Republic of Ichkeria - Assassination - shooting - Chechnya,Chechen Republic of Ichkeria
G67,List of heads of state and government who died in office,Cheddi Jagan,"President - Guyana - Heart attack - Washington, D.C.",Guyana
G67,List of heads of state and government who died in office,Abdul Rahim Ghafoorzai,Prime Minister - Afghanistan - Accident - plane crashed on ground - Bamyan,Afghanistan
G67,List of heads of state and government who died in office,Sani Abacha,Chairman of the Provisional Ruling Council - Nigeria - Heart attack - Abuja,Nigeria
G67,List of heads of state and government who died in office,Mohamed Taki Abdoulkarim,President - Comoros - NA - Moroni,Comoros
G67,List of heads of state and government who died in office,Ibrahim Baré Maïnassara,President - Niger - Assassination - shooting - Niamey,Niger
G67,List of heads of state and government who died in office,Jumabek Ibraimov,Prime Minister - Kyrgyzstan - Illness - stomach cancer - Bishkek,Kyrgyzstan
G67,List of heads of state and government who died in office,Franjo Tuđman,President - Croatia - Illness - cancer - Zagreb,Croatia
G67,List of heads of state and government who died in office,Vazgen Sargsyan,Prime Minister - Armenia - Assassination - shooting - Yerevan,Armenia
G67,List of heads of state and government who died in office,Hafez al-Assad,President - Syria - Illness - Damascus,Syria
G67,List of heads of state and government who died in office,Rosie Douglas,Prime Minister - Dominica - officially ruled a heart attack; assassination suggested by some - Portsmouth,Dominica
G67,List of heads of state and government who died in office,Ionatana Ionatana,Prime Minister - Tuvalu - Illness - Funafuti,Tuvalu
G67,List of heads of state and government who died in office,Laurent-Désiré Kabila,President - Democratic Republic of the Congo - Assassination - shooting - Kinshasa,Democratic Republic of the Congo
G67,List of heads of state and government who died in office,Sir Charles Antrobus,Governor-General - Saint Vincent and the Grenadines - Parkinson's disease - Toronto,Saint Vincent and the Grenadines
G67,List of heads of state and government who died in office,Muhammad Haji Ibrahim Egal,President - Somaliland - Died during surgery - Pretoria,Somaliland
G67,List of heads of state and government who died in office,Bernard Dowiyogo,"President - Nauru - Illness - complications from diabetes - Washington, D.C.",Nauru
G67,List of heads of state and government who died in office,Zoran Đinđić,Prime Minister - Serbia - Assassination - shooting - Belgrade,Serbia
G67,List of heads of state and government who died in office,Yasser Arafat,President - Palestine - Disputed - Paris,Palestine
G67,List of heads of state and government who died in office,Pierre Charles,Prime Minister - Dominica - Heart attack - Roseau,Dominica
G67,List of heads of state and government who died in office,Ezzedine Salim,President of the Governing Council - Iraq - Assassination - bombing - Baghdad,Iraq
G67,List of heads of state and government who died in office,Thomas Klestil,President - Austria - Heart attack - Vienna,Austria
G67,List of heads of state and government who died in office,Boris Trajkovski,President - Macedonia - Accident - plane crashed into mountain - Berkovići,Macedonia
