Category ID,Category,Event,Event description,Country
G81,Coup attempts,Argentina 1955-06-16,Unsuccessful coup in Argentina,Argentina
G81,Coup attempts,Argentina 1955-09-16,Successful coup in Argentina,Argentina
G81,Coup attempts,Argentina 1955-11-13,Successful coup in Argentina,Argentina
G81,Coup attempts,Argentina 1956-06-09,Unsuccessful coup in Argentina,Argentina
G81,Coup attempts,Argentina 1960-06-13,Unsuccessful coup in Argentina,Argentina
G81,Coup attempts,Argentina 1960-11-30,Unsuccessful coup in Argentina,Argentina
G81,Coup attempts,Argentina 1961-08-11,Unsuccessful coup in Argentina,Argentina
G81,Coup attempts,Argentina 1962-03-28,Successful coup in Argentina,Argentina
G81,Coup attempts,Argentina 1962-08-08,Unsuccessful coup in Argentina,Argentina
G81,Coup attempts,Argentina 1962-09-19,Unsuccessful coup in Argentina,Argentina
G81,Coup attempts,Argentina 1963-04-02,Unsuccessful coup in Argentina,Argentina
G81,Coup attempts,Argentina 1966-06-28,Successful coup in Argentina,Argentina
G81,Coup attempts,Argentina 1970-06-08,Successful coup in Argentina,Argentina
G81,Coup attempts,Argentina 1971-03-22,Successful coup in Argentina,Argentina
G81,Coup attempts,Argentina 1971-10-08,Unsuccessful coup in Argentina,Argentina
G81,Coup attempts,Argentina 1975-12-18,Unsuccessful coup in Argentina,Argentina
G81,Coup attempts,Argentina 1975-12-23,Unsuccessful coup in Argentina,Argentina
G81,Coup attempts,Argentina 1976-03-24,Successful coup in Argentina,Argentina
G81,Coup attempts,Argentina 1988-12-02,Unsuccessful coup in Argentina,Argentina
G81,Coup attempts,Uruguay 1973-02-10,Successful coup in Uruguay,Uruguay
G81,Coup attempts,Uruguay 1976-06-12,Successful coup in Uruguay,Uruguay
G81,Coup attempts,Spain 1981-02-23,Unsuccessful coup in Spain,Spain
G81,Coup attempts,Portugal 1962-01-01,Unsuccessful coup in Portugal,Portugal
G81,Coup attempts,Portugal 1974-04-25,Successful coup in Portugal,Portugal
G81,Coup attempts,Portugal 1975-03-11,Unsuccessful coup in Portugal,Portugal
G81,Coup attempts,Portugal 1975-11-25,Unsuccessful coup in Portugal,Portugal
G81,Coup attempts,Greece 1967-04-21,Successful coup in Greece,Greece
G81,Coup attempts,Greece 1967-12-13,Unsuccessful coup in Greece,Greece
G81,Coup attempts,Greece 1973-11-25,Successful coup in Greece,Greece
G81,Coup attempts,Cyprus 1974-07-15,Successful coup in Cyprus,Cyprus
G81,Coup attempts,Russia 1991-08-21,Unsuccessful coup in Russia,Russia
G81,Coup attempts,Azerbaijan 1994-10-04,Unsuccessful coup in Azerbaijan,Azerbaijan
G81,Coup attempts,Azerbaijan 1995-03-13,Unsuccessful coup in Azerbaijan,Azerbaijan
G81,Coup attempts,Sao Tome and Principe 1995-08-15,Unsuccessful coup in Sao Tome and Principe,Sao Tome and Principe
G81,Coup attempts,Sao Tome and Principe 2003-07-16,Successful coup in Sao Tome and Principe,Sao Tome and Principe
G81,Coup attempts,Guinea-Bissau 1980-11-15,Successful coup in Guinea-Bissau,Guinea-Bissau
G81,Coup attempts,Guinea-Bissau 1998-06-07,Unsuccessful coup in Guinea-Bissau,Guinea-Bissau
G81,Coup attempts,Guinea-Bissau 1999-05-07,Successful coup in Guinea-Bissau,Guinea-Bissau
G81,Coup attempts,Guinea-Bissau 2000-11-23,Unsuccessful coup in Guinea-Bissau,Guinea-Bissau
G81,Coup attempts,Guinea-Bissau 2003-09-14,Successful coup in Guinea-Bissau,Guinea-Bissau
G81,Coup attempts,Guinea Bissau 2008-11-23,Unsuccessful coup in Guinea Bissau,Guinea-Bissau
G81,Coup attempts,Equatorial Guinea 1969-03-05,Unsuccessful coup in Equatorial Guinea,Equatorial Guinea
G81,Coup attempts,Equatorial Guinea 1979-08-03,Successful coup in Equatorial Guinea,Equatorial Guinea
G81,Coup attempts,Gambia 1981-07-29,Unsuccessful coup in Gambia,Gambia
G81,Coup attempts,Gambia 1994-07-23,Successful coup in Gambia,Gambia
G81,Coup attempts,Gambia 1994-11-11,Unsuccessful coup in Gambia,Gambia
G81,Coup attempts,Mali 1968-11-19,Successful coup in Mali,Mali
G81,Coup attempts,Mali 1978-02-15,Unsuccessful coup in Mali,Mali
G81,Coup attempts,Mali 1991-03-26,Successful coup in Mali,Mali
G81,Coup attempts,Mali 1991-07-14,Unsuccessful coup in Mali,Mali
G81,Coup attempts,Senegal 1962-12-17,Unsuccessful coup in Senegal,Senegal
G81,Coup attempts,Benin 1963-10-28,Successful coup in Benin,Benin
G81,Coup attempts,Benin 1965-11-29,Successful coup in Benin,Benin
G81,Coup attempts,Benin 1965-12-22,Successful coup in Benin,Benin
G81,Coup attempts,Benin 1967-12-17,Successful coup in Benin,Benin
G81,Coup attempts,Benin 1969-12-10,Successful coup in Benin,Benin
G81,Coup attempts,Benin 1972-02-23,Unsuccessful coup in Benin,Benin
G81,Coup attempts,Benin 1972-10-26,Successful coup in Benin,Benin
G81,Coup attempts,Benin 1975-01-21,Unsuccessful coup in Benin,Benin
G81,Coup attempts,Mauritania 1978-07-10,Successful coup in Mauritania,Mauritania
G81,Coup attempts,Mauritania 1980-01-04,Successful coup in Mauritania,Mauritania
G81,Coup attempts,Mauritania 1982-02-06,Unsuccessful coup in Mauritania,Mauritania
G81,Coup attempts,Mauritania 1984-12-12,Successful coup in Mauritania,Mauritania
G81,Coup attempts,Mauritania 2003-06-08,Unsuccessful coup in Mauritania,Mauritania
G81,Coup attempts,Mauritania 2005-08-03,Successful coup in Mauritania,Mauritania
G81,Coup attempts,Mauritania 2008-08-06,Successful coup in Mauritania,Mauritania
G81,Coup attempts,Niger 1974-04-15,Successful coup in Niger,Niger
G81,Coup attempts,Niger 1976-03-15,Unsuccessful coup in Niger,Niger
G81,Coup attempts,Niger 1983-10-05,Unsuccessful coup in Niger,Niger
G81,Coup attempts,Niger 1996-01-27,Successful coup in Niger,Niger
G81,Coup attempts,Niger 1999-04-09,Successful coup in Niger,Niger
G81,Coup attempts,Niger 2010-02-18,Successful coup in Niger,Niger
G81,Coup attempts,Ivory Coast 1999-12-24,Successful coup in Ivory Coast,Ivory Coast
G81,Coup attempts,Ivory Coast 2000-09-18,Unsuccessful coup in Ivory Coast,Ivory Coast
G81,Coup attempts,Ivory Coast 2001-01-06,Unsuccessful coup in Ivory Coast,Ivory Coast
G81,Coup attempts,Ivory Coast 2002-09-19,Unsuccessful coup in Ivory Coast,Ivory Coast
G81,Coup attempts,Guinea 1984-04-03,Successful coup in Guinea,Guinea
G81,Coup attempts,Guinea 1985-07-04,Unsuccessful coup in Guinea,Guinea
G81,Coup attempts,Guinea 1996-02-03,Unsuccessful coup in Guinea,Guinea
G81,Coup attempts,Guinea 2008-12-23,Successful coup in Guinea,Guinea
G81,Coup attempts,Burkina Faso 1966-01-03,Successful coup in Burkina Faso,Burkina Faso
G81,Coup attempts,Burkina Faso 1974-02-08,Successful coup in Burkina Faso,Burkina Faso
G81,Coup attempts,Burkina Faso 1980-11-25,Successful coup in Burkina Faso,Burkina Faso
G81,Coup attempts,Burkina Faso 1982-11-07,Successful coup in Burkina Faso,Burkina Faso
G81,Coup attempts,Burkina Faso 1983-08-04,Successful coup in Burkina Faso,Burkina Faso
G81,Coup attempts,Burkina Faso 1987-10-15,Successful coup in Burkina Faso,Burkina Faso
G81,Coup attempts,Liberia 1980-04-12,Successful coup in Liberia,Liberia
G81,Coup attempts,Liberia 1985-04-01,Unsuccessful coup in Liberia,Liberia
G81,Coup attempts,Liberia 1985-11-12,Unsuccessful coup in Liberia,Liberia
G81,Coup attempts,Liberia 1994-09-15,Unsuccessful coup in Liberia,Liberia
G81,Coup attempts,Sierra Leone 1967-03-21,Unsuccessful coup in Sierra Leone,Sierra Leone
G81,Coup attempts,Sierra Leone 1967-03-23,Successful coup in Sierra Leone,Sierra Leone
G81,Coup attempts,Sierra Leone 1968-04-18,Successful coup in Sierra Leone,Sierra Leone
G81,Coup attempts,Sierra Leone 1971-03-23,Unsuccessful coup in Sierra Leone,Sierra Leone
G81,Coup attempts,Sierra Leone 1987-03-23,Unsuccessful coup in Sierra Leone,Sierra Leone
G81,Coup attempts,Sierra Leone 1992-04-30,Successful coup in Sierra Leone,Sierra Leone
G81,Coup attempts,Sierra Leone 1992-12-29,Unsuccessful coup in Sierra Leone,Sierra Leone
G81,Coup attempts,Sierra Leone 1995-10-02,Unsuccessful coup in Sierra Leone,Sierra Leone
G81,Coup attempts,Sierra Leone 1996-01-16,Successful coup in Sierra Leone,Sierra Leone
G81,Coup attempts,Sierra Leone 1997-05-25,Successful coup in Sierra Leone,Sierra Leone
G81,Coup attempts,Ghana 1966-02-24,Successful coup in Ghana,Ghana
G81,Coup attempts,Ghana 1967-04-17,Unsuccessful coup in Ghana,Ghana
G81,Coup attempts,Ghana 1972-01-13,Successful coup in Ghana,Ghana
G81,Coup attempts,Ghana 1978-07-05,Successful coup in Ghana,Ghana
G81,Coup attempts,Ghana 1979-05-15,Unsuccessful coup in Ghana,Ghana
G81,Coup attempts,Ghana 1979-06-04,Successful coup in Ghana,Ghana
G81,Coup attempts,Ghana 1981-12-31,Successful coup in Ghana,Ghana
G81,Coup attempts,Ghana 1982-11-23,Unsuccessful coup in Ghana,Ghana
G81,Coup attempts,Ghana 1983-06-19,Unsuccessful coup in Ghana,Ghana
G81,Coup attempts,Ghana 1984-03-23,Unsuccessful coup in Ghana,Ghana
G81,Coup attempts,Togo 1963-01-13,Successful coup in Togo,Togo
G81,Coup attempts,Togo 1967-01-13,Successful coup in Togo,Togo
G81,Coup attempts,Togo 1991-10-01,Unsuccessful coup in Togo,Togo
G81,Coup attempts,Togo 1991-10-07,Unsuccessful coup in Togo,Togo
G81,Coup attempts,Togo 1991-11-28,Unsuccessful coup in Togo,Togo
G81,Coup attempts,Togo 1991-12-15,Unsuccessful coup in Togo,Togo
G81,Coup attempts,Togo 2005-02-05,Successful coup in Togo,Togo
G81,Coup attempts,Cameroon 1984-04-06,Unsuccessful coup in Cameroon,Cameroon
G81,Coup attempts,Nigeria 1966-01-15,Successful coup in Nigeria,Nigeria
G81,Coup attempts,Nigeria 1966-07-29,Successful coup in Nigeria,Nigeria
G81,Coup attempts,Nigeria 1975-07-29,Successful coup in Nigeria,Nigeria
G81,Coup attempts,Nigeria 1976-02-13,Unsuccessful coup in Nigeria,Nigeria
G81,Coup attempts,Nigeria 1983-12-31,Successful coup in Nigeria,Nigeria
G81,Coup attempts,Nigeria 1985-08-27,Successful coup in Nigeria,Nigeria
G81,Coup attempts,Nigeria 1990-04-22,Unsuccessful coup in Nigeria,Nigeria
G81,Coup attempts,Nigeria 1993-11-17,Successful coup in Nigeria,Nigeria
G81,Coup attempts,Gabon 1964-02-17,Unsuccessful coup in Gabon,Gabon
G81,Coup attempts,Central African Republic 1965-12-22,Successful coup in Central African Republic,Central African Republic
G81,Coup attempts,Central African Republic 1966-01-01,Successful coup in Central African Republic,Central African Republic
G81,Coup attempts,Central African Republic 1979-09-20,Successful coup in Central African Republic,Central African Republic
G81,Coup attempts,Central African Republic 1981-09-01,Successful coup in Central African Republic,Central African Republic
G81,Coup attempts,Central African Republic 2001-05-28,Unsuccessful coup in Central African Republic,Central African Republic
G81,Coup attempts,Central African Republic 2003-03-15,Successful coup in Central African Republic,Central African Republic
G81,Coup attempts,Chad 1975-04-13,Successful coup in Chad,Chad
G81,Coup attempts,Chad 1976-02-05,Unsuccessful coup in Chad,Chad
G81,Coup attempts,Chad 1977-04-01,Unsuccessful coup in Chad,Chad
G81,Coup attempts,Chad 1989-04-01,Unsuccessful coup in Chad,Chad
G81,Coup attempts,Chad 1991-10-13,Unsuccessful coup in Chad,Chad
G81,Coup attempts,Chad 1993-01-27,Unsuccessful coup in Chad,Chad
G81,Coup attempts,Chad 2006-04-13,Unsuccessful coup in Chad,Chad
G81,Coup attempts,Congo 1963-08-15,Successful coup in Congo,Congo
G81,Coup attempts,Congo 1966-06-27,Unsuccessful coup in Congo,Congo
G81,Coup attempts,Congo 1968-08-03,Successful coup in Congo,Congo
G81,Coup attempts,Congo 1968-08-30,Successful coup in Congo,Congo
G81,Coup attempts,Congo 1969-11-08,Unsuccessful coup in Congo,Congo
G81,Coup attempts,Congo 1970-03-22,Unsuccessful coup in Congo,Congo
G81,Coup attempts,Congo 1972-02-22,Unsuccessful coup in Congo,Congo
G81,Coup attempts,Democratic Republic of the Congo 1960-09-14,Successful coup in Democratic Republic of the Congo,Democratic Republic of the Congo
G81,Coup attempts,Democratic Republic of the Congo 1965-11-25,Successful coup in Democratic Republic of the Congo,Democratic Republic of the Congo
G81,Coup attempts,Democratic Republic of the Congo 2004-03-28,Unsuccessful coup in Democratic Republic of the Congo,Democratic Republic of the Congo
G81,Coup attempts,Democratic Republic of the Congo 2004-06-11,Unsuccessful coup in Democratic Republic of the Congo,Democratic Republic of the Congo
G81,Coup attempts,Uganda 1966-02-22,Successful coup in Uganda,Uganda
G81,Coup attempts,Uganda 1971-01-25,Successful coup in Uganda,Uganda
G81,Coup attempts,Uganda 1974-03-23,Unsuccessful coup in Uganda,Uganda
G81,Coup attempts,Uganda 1974-11-11,Unsuccessful coup in Uganda,Uganda
G81,Coup attempts,Uganda 1980-05-11,Successful coup in Uganda,Uganda
G81,Coup attempts,Uganda 1985-07-27,Successful coup in Uganda,Uganda
G81,Coup attempts,Kenya 1982-08-01,Unsuccessful coup in Kenya,Kenya
G81,Coup attempts,Burundi 1965-10-18,Unsuccessful coup in Burundi,Burundi
G81,Coup attempts,Burundi 1966-07-08,Successful coup in Burundi,Burundi
G81,Coup attempts,Burundi 1966-11-28,Successful coup in Burundi,Burundi
G81,Coup attempts,Burundi 1976-11-01,Successful coup in Burundi,Burundi
G81,Coup attempts,Burundi 1987-09-03,Successful coup in Burundi,Burundi
G81,Coup attempts,Burundi 1993-07-03,Unsuccessful coup in Burundi,Burundi
G81,Coup attempts,Burundi 1993-10-21,Unsuccessful coup in Burundi,Burundi
G81,Coup attempts,Burundi 1996-07-25,Successful coup in Burundi,Burundi
G81,Coup attempts,Burundi 2001-04-18,Unsuccessful coup in Burundi,Burundi
G81,Coup attempts,Burundi 2001-07-22,Unsuccessful coup in Burundi,Burundi
G81,Coup attempts,Rwanda 1973-07-05,Successful coup in Rwanda,Rwanda
G81,Coup attempts,Rwanda 1994-04-07,Successful coup in Rwanda,Rwanda
G81,Coup attempts,Somalia 1961-12-10,Unsuccessful coup in Somalia,Somalia
G81,Coup attempts,Somalia 1969-10-21,Successful coup in Somalia,Somalia
G81,Coup attempts,Somalia 1978-04-09,Unsuccessful coup in Somalia,Somalia
G81,Coup attempts,Djibouti 2000-12-07,Unsuccessful coup in Djibouti,Djibouti
G81,Coup attempts,Ethiopia 1960-12-14,Unsuccessful coup in Ethiopia,Ethiopia
G81,Coup attempts,Ethiopia 1961-12-14,Unsuccessful coup in Ethiopia,Ethiopia
G81,Coup attempts,Ethiopia 1974-09-12,Successful coup in Ethiopia,Ethiopia
G81,Coup attempts,Ethiopia 1977-02-03,Successful coup in Ethiopia,Ethiopia
G81,Coup attempts,Ethiopia 1989-05-16,Unsuccessful coup in Ethiopia,Ethiopia
G81,Coup attempts,Angola 1977-05-27,Unsuccessful coup in Angola,Angola
G81,Coup attempts,Mozambique 1975-12-17,Unsuccessful coup in Mozambique,Mozambique
G81,Coup attempts,Zambia 1980-10-16,Unsuccessful coup in Zambia,Zambia
G81,Coup attempts,Zambia 1990-06-30,Unsuccessful coup in Zambia,Zambia
G81,Coup attempts,Zambia 1997-10-28,Unsuccessful coup in Zambia,Zambia
G81,Coup attempts,Lesotho 1986-01-20,Successful coup in Lesotho,Lesotho
G81,Coup attempts,Lesotho 1991-04-30,Successful coup in Lesotho,Lesotho
G81,Coup attempts,Lesotho 1994-08-17,Successful coup in Lesotho,Lesotho
G81,Coup attempts,Swaziland 1983-08-10,Successful coup in Swaziland,Swaziland
G81,Coup attempts,Madagascar 1974-12-31,Unsuccessful coup in Madagascar,Madagascar
G81,Coup attempts,Madagascar 1992-07-29,Unsuccessful coup in Madagascar,Madagascar
G81,Coup attempts,Madagascar 2009-03-17,Successful coup in Madagascar,Madagascar
G81,Coup attempts,Madagascar 2010-11-17,Unsuccessful coup in Madagascar,Madagascar
G81,Coup attempts,Comoros 1975-08-03,Successful coup in Comoros,Comoros
G81,Coup attempts,Comoros 1978-05-12,Successful coup in Comoros,Comoros
G81,Coup attempts,Comoros 1985-03-08,Unsuccessful coup in Comoros,Comoros
G81,Coup attempts,Comoros 1987-11-30,Unsuccessful coup in Comoros,Comoros
G81,Coup attempts,Comoros 1989-11-26,Successful coup in Comoros,Comoros
G81,Coup attempts,Comoros 1991-08-03,Unsuccessful coup in Comoros,Comoros
G81,Coup attempts,Comoros 1992-09-26,Unsuccessful coup in Comoros,Comoros
G81,Coup attempts,Comoros 1999-04-30,Successful coup in Comoros,Comoros
G81,Coup attempts,Comoros 2000-03-21,Unsuccessful coup in Comoros,Comoros
G81,Coup attempts,Seychelles 1977-06-05,Successful coup in Seychelles,Seychelles
G81,Coup attempts,Morocco 1971-07-10,Unsuccessful coup in Morocco,Morocco
G81,Coup attempts,Morocco 1972-08-16,Unsuccessful coup in Morocco,Morocco
G81,Coup attempts,Algeria 1964-06-30,Unsuccessful coup in Algeria,Algeria
G81,Coup attempts,Algeria 1965-06-19,Successful coup in Algeria,Algeria
G81,Coup attempts,Algeria 1967-12-14,Unsuccessful coup in Algeria,Algeria
G81,Coup attempts,Tunisia 1987-11-07,Successful coup in Tunisia,Tunisia
